"season","week","franchise_id","franchise_score","opponent_id","opponent_score","result"
"2025","10","13","0","1","0","T"
"2025","10","14","188.64","7","153.58","W"
"2025","10","15","0","5","0","T"
"2025","10","16","126.02","3","0","W"
"2025","10","17","179.42","10","0","W"
"2025","10","18","188","8","135.7","W"
"2025","11","1","0","3","0","T"
"2025","11","2","0","13","0","T"
"2025","11","3","0","1","0","T"
"2025","11","4","0","16","0","T"
"2025","11","5","0","15","0","T"
"2025","11","6","174.12","7","203.78","L"
"2025","11","7","203.78","6","174.12","W"
"2025","11","8","125.84","9","175.02","L"
"2025","11","9","175.02","8","125.84","W"
"2025","11","10","0","11","0","T"
"2025","11","11","0","10","0","T"
"2025","11","12","181.14","14","194.6","L"
"2025","11","13","0","2","0","T"
"2025","11","14","194.6","12","181.14","W"
"2025","11","15","0","5","0","T"
"2025","11","16","0","4","0","T"
"2025","11","17","195.44","18","164.02","W"
"2025","11","18","164.02","17","195.44","L"
"2025","12","1","0","17","227.48","L"
"2025","12","2","0","9","217.26","L"
"2025","12","3","0","12","213.76","L"
"2025","12","4","0","14","176.46","L"
"2025","12","5","0","18","200.02","L"
"2025","12","6","148.12","8","0","W"
"2025","12","7","136.42","13","0","W"
"2025","12","8","0","6","148.12","L"
"2025","12","9","217.26","2","0","W"
"2025","12","10","0","15","0","T"
"2025","12","11","0","16","0","T"
"2025","12","12","213.76","3","0","W"
"2025","12","13","0","7","136.42","L"
"2025","12","14","176.46","4","0","W"
"2025","12","15","0","10","0","T"
"2025","12","16","0","11","0","T"
"2025","12","17","227.48","1","0","W"
"2025","12","18","200.02","5","0","W"
"2025","13","1","0","11","0","T"
"2025","13","2","0","13","0","T"
"2025","13","3","0","7","0","T"
"2025","13","4","0","5","0","T"
"2025","13","5","0","4","0","T"
"2025","13","6","243.02","12","238.18","W"
"2025","13","7","0","3","0","T"
"2025","13","8","0","10","0","T"
"2025","13","9","191.44","18","180.16","W"
"2025","13","10","0","8","0","T"
"2025","13","11","0","1","0","T"
"2025","13","12","238.18","6","243.02","L"
"2025","13","13","0","2","0","T"
"2025","13","14","198.54","17","218.24","L"
"2025","13","15","0","16","0","T"
"2025","13","16","0","15","0","T"
"2025","13","17","218.24","14","198.54","W"
"2025","13","18","180.16","9","191.44","L"
"2025","14","1","0","15","0","T"
"2025","14","2","0","3","0","T"
"2025","14","3","0","2","0","T"
"2025","14","4","0","13","0","T"
"2025","14","5","0","10","0","T"
"2025","14","6","252.84","18","0","W"
"2025","14","7","0","11","0","T"
"2025","14","8","0","16","0","T"
"2025","14","9","188.34","14","186.66","W"
"2025","14","10","0","5","0","T"
"2025","14","11","0","7","0","T"
"2025","14","12","268.14","17","230.3","W"
"2025","14","13","0","4","0","T"
"2025","14","14","186.66","9","188.34","L"
"2025","14","15","0","1","0","T"
"2025","14","16","0","8","0","T"
"2025","14","17","230.3","12","268.14","L"
"2025","14","18","0","6","252.84","L"
"2025","15","1","0","8","0","T"
"2025","15","2","0","18","0","T"
"2025","15","3","0","4","0","T"
"2025","15","4","0","3","0","T"
"2025","15","5","0","16","0","T"
"2025","15","6","308.62","17","317.96","L"
"2025","15","7","0","11","0","T"
"2025","15","8","0","1","0","T"
"2025","15","9","247.8","12","248.4","L"
"2025","15","10","0","15","0","T"
"2025","15","11","0","7","0","T"
"2025","15","12","248.4","9","247.8","W"
"2025","15","13","0","14","0","T"
"2025","15","14","0","13","0","T"
"2025","15","15","0","10","0","T"
"2025","15","16","0","5","0","T"
"2025","15","17","317.96","6","308.62","W"
"2025","15","18","0","2","0","T"
"2025","16","1","0","5","0","T"
"2025","16","2","0","11","0","T"
"2025","16","3","0","14","0","T"
"2025","16","4","0","16","0","T"
"2025","16","5","0","1","0","T"
"2025","16","6","374.72","8","0","W"
"2025","16","7","0","15","0","T"
"2025","16","8","0","6","374.72","L"
"2025","16","9","0","13","0","T"
"2025","16","10","0","18","0","T"
"2025","16","11","0","2","0","T"
"2025","16","12","332.7","17","327.5","W"
"2025","16","13","0","9","0","T"
"2025","16","14","0","3","0","T"
"2025","16","15","0","7","0","T"
"2025","16","16","0","4","0","T"
"2025","16","17","327.5","12","332.7","L"
"2025","16","18","0","10","0","T"
"2025","17","1","0","5","0","T"
"2025","17","2","0","15","0","T"
"2025","17","3","0","9","0","T"
"2025","17","4","0","11","0","T"
"2025","17","5","0","1","0","T"
"2025","17","6","348.48","12","310.74","W"
"2025","17","7","0","8","0","T"
"2025","17","8","0","7","0","T"
"2025","17","9","0","3","0","T"
"2025","17","10","0","16","0","T"
"2025","17","11","0","4","0","T"
"2025","17","12","310.74","6","348.48","L"
"2025","17","13","0","18","0","T"
"2025","17","14","0","17","0","T"
"2025","17","15","0","2","0","T"
"2025","17","16","0","10","0","T"
"2025","17","17","0","14","0","T"
"2025","17","18","0","13","0","T"
