"season","draft_id","status","type","round","pick","franchise_id","franchise_name","player_id","player_name","pos","age","team"
"2023","991553376645116032","complete","snake","1","1","1","Tuafinity and Beyond","6794","Justin Jefferson","WR","26.5","MIN"
"2023","991553376645116032","complete","snake","1","2","2","Gibby2224","3321","Tyreek Hill","WR","31.8","MIA"
"2023","991553376645116032","complete","snake","1","3","3","Zac has tiny pp","4034","Christian McCaffrey","RB","29.6","SF"
"2023","991553376645116032","complete","snake","1","4","4","jche","7564","Ja'Marr Chase","WR","25.8","CIN"
"2023","991553376645116032","complete","snake","1","5","5","Pat gregorys jockstrap","1466","Travis Kelce","TE","36.2","KC"
"2023","991553376645116032","complete","snake","1","6","7","Zac’s Success","4663","Austin Ekeler","RB","30.6","WAS"
"2023","991553376645116032","complete","snake","1","7","6","lowerthanaverage","4039","Cooper Kupp","WR","32.5","SEA"
"2023","991553376645116032","complete","snake","1","8","8","Henry Ruggs’ Racecrew","9509","Bijan Robinson","RB","23.9","ATL"
"2023","991553376645116032","complete","snake","1","9","9","Josh Barsa’s Insulin Pump","5859","A.J. Brown","WR","28.5","PHI"
"2023","991553376645116032","complete","snake","1","10","10","Havana Bananas","2449","Stefon Diggs","WR","32.1","NE"
"2023","991553376645116032","complete","snake","1","11","11","CEEDEEZ NUTS","6786","CeeDee Lamb","WR","26.7","DAL"
"2023","991553376645116032","complete","snake","1","12","12","GooeySubset","4988","Nick Chubb","RB","30","HOU"
"2023","991553376645116032","complete","snake","1","13","13","Zac's Failure","3198","Derrick Henry","RB","32","BAL"
"2023","991553376645116032","complete","snake","1","14","14","Team BetterThanAverage","2133","Davante Adams","WR","33","LAR"
"2023","991553376645116032","complete","snake","1","15","15","SchueyG","4866","Saquon Barkley","RB","28.9","PHI"
"2023","991553376645116032","complete","snake","1","16","16","Boogeyman","7526","Jaylen Waddle","WR","27.1","MIA"
"2023","991553376645116032","complete","snake","2","16","16","Boogeyman","6904","Jalen Hurts","QB","27.4","PHI"
"2023","991553376645116032","complete","snake","2","15","15","SchueyG","8146","Garrett Wilson","WR","25.4","NYJ"
"2023","991553376645116032","complete","snake","2","14","14","Team BetterThanAverage","5967","Tony Pollard","RB","28.7","TEN"
"2023","991553376645116032","complete","snake","2","13","13","Zac's Failure","7547","Amon-Ra St. Brown","WR","26.2","DET"
"2023","991553376645116032","complete","snake","2","12","12","GooeySubset","5012","Mark Andrews","TE","30.3","BAL"
"2023","991553376645116032","complete","snake","2","11","11","CEEDEEZ NUTS","9221","Jahmyr Gibbs","RB","23.8","DET"
"2023","991553376645116032","complete","snake","2","10","10","Havana Bananas","7525","DeVonta Smith","WR","27.1","PHI"
"2023","991553376645116032","complete","snake","2","9","9","Josh Barsa’s Insulin Pump","4046","Patrick Mahomes","QB","30.3","KC"
"2023","991553376645116032","complete","snake","2","8","8","Henry Ruggs’ Racecrew","8144","Chris Olave","WR","25.5","NO"
"2023","991553376645116032","complete","snake","2","7","6","lowerthanaverage","7528","Najee Harris","RB","27.8","LAC"
"2023","991553376645116032","complete","snake","2","6","7","Zac’s Success","7543","Travis Etienne","RB","26.9","JAX"
"2023","991553376645116032","complete","snake","2","5","5","Pat gregorys jockstrap","4984","Josh Allen","QB","29.6","BUF"
"2023","991553376645116032","complete","snake","2","4","4","jche","5850","Josh Jacobs","RB","27.9","GB"
"2023","991553376645116032","complete","snake","2","3","3","Zac has tiny pp","1479","Keenan Allen","WR","33.7","LAC"
"2023","991553376645116032","complete","snake","2","2","2","Gibby2224","4199","Aaron Jones","RB","31.1","MIN"
"2023","991553376645116032","complete","snake","2","1","1","Tuafinity and Beyond","4018","Joe Mixon","RB","29.4","HOU"
"2023","991553376645116032","complete","snake","3","16","16","Boogeyman","6813","Jonathan Taylor","RB","26.9","IND"
"2023","991553376645116032","complete","snake","3","15","15","SchueyG","4981","Calvin Ridley","WR","31","TEN"
"2023","991553376645116032","complete","snake","3","14","14","Team BetterThanAverage","6801","Tee Higgins","WR","27","CIN"
"2023","991553376645116032","complete","snake","3","13","13","Zac's Failure","7611","Rhamondre Stevenson","RB","27.9","NE"
"2023","991553376645116032","complete","snake","3","12","12","GooeySubset","4881","Lamar Jackson","QB","29","BAL"
"2023","991553376645116032","complete","snake","3","11","11","CEEDEEZ NUTS","5872","Deebo Samuel","WR","30","WAS"
"2023","991553376645116032","complete","snake","3","10","10","Havana Bananas","5846","DK Metcalf","WR","28","PIT"
"2023","991553376645116032","complete","snake","3","9","9","Josh Barsa’s Insulin Pump","8151","Kenneth Walker","RB","25.2","SEA"
"2023","991553376645116032","complete","snake","3","8","8","Henry Ruggs’ Racecrew","2309","Amari Cooper","WR","31.5",NA
"2023","991553376645116032","complete","snake","3","7","6","lowerthanaverage","8155","Breece Hall","RB","24.6","NYJ"
"2023","991553376645116032","complete","snake","3","6","7","Zac’s Success","5927","Terry McLaurin","WR","30.3","WAS"
"2023","991553376645116032","complete","snake","3","5","5","Pat gregorys jockstrap","8129","Dameon Pierce","RB","25.9","KC"
"2023","991553376645116032","complete","snake","3","4","4","jche","7591","Justin Fields","QB","26.8","NYJ"
"2023","991553376645116032","complete","snake","3","3","3","Zac has tiny pp","6797","Justin Herbert","QB","27.8","LAC"
"2023","991553376645116032","complete","snake","3","2","2","Gibby2224","6806","J.K. Dobbins","RB","27","DEN"
"2023","991553376645116032","complete","snake","3","1","1","Tuafinity and Beyond","5844","T.J. Hockenson","TE","28.5","MIN"
"2023","991553376645116032","complete","snake","4","1","1","Tuafinity and Beyond","4983","DJ Moore","WR","28.7","CHI"
"2023","991553376645116032","complete","snake","4","2","2","Gibby2224","4017","Deshaun Watson","QB","30.3","CLE"
"2023","991553376645116032","complete","snake","4","3","3","Zac has tiny pp","6783","Jerry Jeudy","WR","26.7","CLE"
"2023","991553376645116032","complete","snake","4","4","4","jche","2505","Darren Waller","TE","33.3","MIA"
"2023","991553376645116032","complete","snake","4","5","5","Pat gregorys jockstrap","8112","Drake London","WR","24.4","ATL"
"2023","991553376645116032","complete","snake","4","6","7","Zac’s Success","1426","DeAndre Hopkins","WR","33.6","BAL"
"2023","991553376645116032","complete","snake","4","7","6","lowerthanaverage","8167","Christian Watson","WR","26.6","GB"
"2023","991553376645116032","complete","snake","4","8","8","Henry Ruggs’ Racecrew","6151","Miles Sanders","RB","28.7","DAL"
"2023","991553376645116032","complete","snake","4","9","9","Josh Barsa’s Insulin Pump","7553","Kyle Pitts","TE","25.2","ATL"
"2023","991553376645116032","complete","snake","4","10","10","Havana Bananas","4035","Alvin Kamara","RB","30.4","NO"
"2023","991553376645116032","complete","snake","4","11","11","CEEDEEZ NUTS","4037","Chris Godwin","WR","29.8","TB"
"2023","991553376645116032","complete","snake","4","12","12","GooeySubset","6803","Brandon Aiyuk","WR","27.8","SF"
"2023","991553376645116032","complete","snake","4","13","13","Zac's Failure","6819","Michael Pittman","WR","28.2","IND"
"2023","991553376645116032","complete","snake","4","14","14","Team BetterThanAverage","7523","Trevor Lawrence","QB","26.2","JAX"
"2023","991553376645116032","complete","snake","4","15","15","SchueyG","4137","James Conner","RB","30.7","ARI"
"2023","991553376645116032","complete","snake","4","16","16","Boogeyman","6790","D'Andre Swift","RB","27","CHI"
"2023","991553376645116032","complete","snake","5","16","16","Boogeyman","9488","Jaxon Smith-Njigba","WR","23.9","SEA"
"2023","991553376645116032","complete","snake","5","15","15","SchueyG","6770","Joe Burrow","QB","29.1","CIN"
"2023","991553376645116032","complete","snake","5","14","14","Team BetterThanAverage","7588","Javonte Williams","RB","25.7","DAL"
"2023","991553376645116032","complete","snake","5","13","13","Zac's Failure","4217","George Kittle","TE","32.2","SF"
"2023","991553376645116032","complete","snake","5","12","12","GooeySubset","4950","Christian Kirk","WR","29.1","HOU"
"2023","991553376645116032","complete","snake","5","11","11","CEEDEEZ NUTS","8138","James Cook","RB","26.3","BUF"
"2023","991553376645116032","complete","snake","5","10","10","Havana Bananas","5987","Alexander Mattison","RB","27.5","MIA"
"2023","991553376645116032","complete","snake","5","9","9","Josh Barsa’s Insulin Pump","8137","George Pickens","WR","24.8","DAL"
"2023","991553376645116032","complete","snake","5","8","8","Henry Ruggs’ Racecrew","6938","Cam Akers","RB","26.5","SEA"
"2023","991553376645116032","complete","snake","5","7","6","lowerthanaverage","5022","Dallas Goedert","TE","31","PHI"
"2023","991553376645116032","complete","snake","5","6","7","Zac’s Success","2216","Mike Evans","WR","32.4","TB"
"2023","991553376645116032","complete","snake","5","5","5","Pat gregorys jockstrap","4068","Mike Williams","WR","31.2",NA
"2023","991553376645116032","complete","snake","5","4","4","jche","8205","Isiah Pacheco","RB","26.8","KC"
"2023","991553376645116032","complete","snake","5","3","3","Zac has tiny pp","2374","Tyler Lockett","WR","33.3","LV"
"2023","991553376645116032","complete","snake","5","2","2","Gibby2224","5937","Diontae Johnson","WR","29.5",NA
"2023","991553376645116032","complete","snake","5","1","1","Tuafinity and Beyond","6768","Tua Tagovailoa","QB","27.8","MIA"
"2023","991553376645116032","complete","snake","6","1","1","Tuafinity and Beyond","4029","Dalvin Cook","RB","30.4",NA
"2023","991553376645116032","complete","snake","6","2","2","Gibby2224","4033","David Njoku","TE","29.5","CLE"
"2023","991553376645116032","complete","snake","6","3","3","Zac has tiny pp","8136","Rachaad White","RB","27","TB"
"2023","991553376645116032","complete","snake","6","4","4","jche","5848","Marquise Brown","WR","28.6","KC"
"2023","991553376645116032","complete","snake","6","5","5","Pat gregorys jockstrap","9756","Jordan Addison","WR","23.9","MIN"
"2023","991553376645116032","complete","snake","6","6","7","Zac’s Success","7600","Pat Freiermuth","TE","27.2","PIT"
"2023","991553376645116032","complete","snake","6","7","6","lowerthanaverage","8119","Jahan Dotson","WR","25.8","PHI"
"2023","991553376645116032","complete","snake","6","8","8","Henry Ruggs’ Racecrew","3294","Dak Prescott","QB","32.4","DAL"
"2023","991553376645116032","complete","snake","6","9","9","Josh Barsa’s Insulin Pump","6828","A.J. Dillon","RB","27.7","PHI"
"2023","991553376645116032","complete","snake","6","10","10","Havana Bananas","3199","Michael Thomas","WR","32.8",NA
"2023","991553376645116032","complete","snake","6","11","11","CEEDEEZ NUTS","5045","Courtland Sutton","WR","30.2","DEN"
"2023","991553376645116032","complete","snake","6","12","12","GooeySubset","6945","Antonio Gibson","RB","27.5","NE"
"2023","991553376645116032","complete","snake","6","13","13","Zac's Failure","2197","Brandin Cooks","WR","32.3","BUF"
"2023","991553376645116032","complete","snake","6","14","14","Team BetterThanAverage","4066","Evan Engram","TE","31.3","DEN"
"2023","991553376645116032","complete","snake","6","15","15","SchueyG","5892","David Montgomery","RB","28.6","DET"
"2023","991553376645116032","complete","snake","6","16","16","Boogeyman","10236","Dalton Kincaid","TE","26.2","BUF"
"2023","991553376645116032","complete","snake","7","16","16","Boogeyman","1689","Adam Thielen","WR","35.4","PIT"
"2023","991553376645116032","complete","snake","7","15","15","SchueyG","6943","Gabe Davis","WR","26.8","BUF"
"2023","991553376645116032","complete","snake","7","14","14","Team BetterThanAverage","9754","Quentin Johnston","WR","24.3","LAC"
"2023","991553376645116032","complete","snake","7","13","13","Zac's Failure","96","Aaron Rodgers","QB","42.1","PIT"
"2023","991553376645116032","complete","snake","7","12","12","GooeySubset","7596","Elijah Moore","WR","25.8","DEN"
"2023","991553376645116032","complete","snake","7","11","11","CEEDEEZ NUTS","9229","Anthony Richardson","QB","23.6","IND"
"2023","991553376645116032","complete","snake","7","10","10","Havana Bananas","9997","Zay Flowers","WR","25.3","BAL"
"2023","991553376645116032","complete","snake","7","9","9","Josh Barsa’s Insulin Pump","8135","Treylon Burks","WR","25.8","WAS"
"2023","991553376645116032","complete","snake","7","8","8","Henry Ruggs’ Racecrew","5001","Dalton Schultz","TE","29.5","HOU"
"2023","991553376645116032","complete","snake","7","7","6","lowerthanaverage","1373","Geno Smith","QB","35.2","LV"
"2023","991553376645116032","complete","snake","7","6","7","Zac’s Success","8154","Brian Robinson","RB","26.8","SF"
"2023","991553376645116032","complete","snake","7","5","5","Pat gregorys jockstrap","4149","Jamaal Williams","RB","30.7",NA
"2023","991553376645116032","complete","snake","7","4","4","jche","7606","Kadarius Toney","WR","26.9",NA
"2023","991553376645116032","complete","snake","7","3","3","Zac has tiny pp","4040","JuJu Smith-Schuster","WR","29.1","KC"
"2023","991553376645116032","complete","snake","7","2","2","Gibby2224","2078","Odell Beckham","WR","33.2",NA
"2023","991553376645116032","complete","snake","7","1","1","Tuafinity and Beyond","5185","Allen Lazard","WR","30.1",NA
"2023","991553376645116032","complete","snake","8","1","1","Tuafinity and Beyond","4985","Rashaad Penny","RB","29.9",NA
"2023","991553376645116032","complete","snake","8","2","2","Gibby2224","7090","Darnell Mooney","WR","28.2","ATL"
"2023","991553376645116032","complete","snake","8","3","3","Zac has tiny pp","8210","Chig Okonkwo","TE","26.3","TEN"
"2023","991553376645116032","complete","snake","8","4","4","jche","1166","Kirk Cousins","QB","37.4","ATL"
"2023","991553376645116032","complete","snake","8","5","5","Pat gregorys jockstrap","3225","Tyler Boyd","WR","31.1",NA
"2023","991553376645116032","complete","snake","8","6","7","Zac’s Success","5870","Daniel Jones","QB","28.6","IND"
"2023","991553376645116032","complete","snake","8","7","6","lowerthanaverage","9753","Zach Charbonnet","RB","25","SEA"
"2023","991553376645116032","complete","snake","8","8","8","Henry Ruggs’ Racecrew","7608","Khalil Herbert","RB","27.7","NYJ"
"2023","991553376645116032","complete","snake","8","9","9","Josh Barsa’s Insulin Pump","6826","Cole Kmet","TE","26.8","CHI"
"2023","991553376645116032","complete","snake","8","10","10","Havana Bananas","4147","Samaje Perine","RB","30.3","CIN"
"2023","991553376645116032","complete","snake","8","11","11","CEEDEEZ NUTS","7571","Rashod Bateman","WR","26.1","BAL"
"2023","991553376645116032","complete","snake","8","12","12","GooeySubset","8168","Skyy Moore","WR","25.3","SF"
"2023","991553376645116032","complete","snake","8","13","13","Zac's Failure","5947","Jakobi Meyers","WR","29.1","JAX"
"2023","991553376645116032","complete","snake","8","14","14","Team BetterThanAverage","8121","Romeo Doubs","WR","25.7","GB"
"2023","991553376645116032","complete","snake","8","15","15","SchueyG","7561","Elijah Mitchell","RB","27.7","NE"
"2023","991553376645116032","complete","snake","8","16","16","Boogeyman","3163","Jared Goff","QB","31.2","DET"
"2023","991553376645116032","complete","snake","9","16","16","Boogeyman","3271","Tyler Higbee","TE","33","LAR"
"2023","991553376645116032","complete","snake","9","15","15","SchueyG","10229","Rashee Rice","WR","25.7","KC"
"2023","991553376645116032","complete","snake","9","14","14","Team BetterThanAverage","8228","Jaylen Warren","RB","27.2","PIT"
"2023","991553376645116032","complete","snake","9","13","13","Zac's Failure","9226","De'Von Achane","RB","24.2","MIA"
"2023","991553376645116032","complete","snake","9","12","12","GooeySubset","9225","Tank Bigsby","RB","23.3","PHI"
"2023","991553376645116032","complete","snake","9","11","11","CEEDEEZ NUTS","8172","Greg Dulcich","TE","25.8","MIA"
"2023","991553376645116032","complete","snake","9","10","10","Havana Bananas","9228","Bryce Young","QB","24.4","CAR"
"2023","991553376645116032","complete","snake","9","9","9","Josh Barsa’s Insulin Pump","2161","Jerick McKinnon","RB","33.7",NA
"2023","991553376645116032","complete","snake","9","8","8","Henry Ruggs’ Racecrew","8148","Jameson Williams","WR","24.8","DET"
"2023","991553376645116032","complete","snake","9","7","6","lowerthanaverage","4080","Zay Jones","WR","30.8","ARI"
"2023","991553376645116032","complete","snake","9","6","7","Zac’s Success","9497","Jalin Hyatt","WR","24.3","NYG"
"2023","991553376645116032","complete","snake","9","5","5","Pat gregorys jockstrap","1234","Russell Wilson","QB","37.1","NYG"
"2023","991553376645116032","complete","snake","9","4","4","jche","5890","Damien Harris","RB","28.9",NA
"2023","991553376645116032","complete","snake","9","3","3","Zac has tiny pp","2749","Raheem Mostert","RB","33.7","LV"
"2023","991553376645116032","complete","snake","9","2","2","Gibby2224","3164","Ezekiel Elliott","RB","30.4",NA
"2023","991553376645116032","complete","snake","9","1","1","Tuafinity and Beyond","5038","Michael Gallup","WR","29.8",NA
"2023","991553376645116032","complete","snake","10","1","1","Tuafinity and Beyond","2028","Derek Carr","QB","34.8",NA
"2023","991553376645116032","complete","snake","10","2","2","Gibby2224","8147","John Metchie","WR","25.5","NYJ"
"2023","991553376645116032","complete","snake","10","3","3","Zac has tiny pp","6853","Van Jefferson","WR","29.4","TEN"
"2023","991553376645116032","complete","snake","10","4","4","jche","8132","Tyler Allgeier","RB","25.7","ATL"
"2023","991553376645116032","complete","snake","10","5","5","Pat gregorys jockstrap","6130","Devin Singletary","RB","28.3","NYG"
"2023","991553376645116032","complete","snake","10","6","7","Zac’s Success","9757","Kendre Miller","RB","23.6","NO"
"2023","991553376645116032","complete","snake","10","7","6","lowerthanaverage","4111","D'Onta Foreman","RB","29.7",NA
"2023","991553376645116032","complete","snake","10","8","8","Henry Ruggs’ Racecrew","7066","K.J. Osborn","WR","28.6","ATL"
"2023","991553376645116032","complete","snake","10","9","9","Josh Barsa’s Insulin Pump","7601","Rondale Moore","WR","25.6","MIN"
"2023","991553376645116032","complete","snake","10","10","10","Havana Bananas","10859","Sam LaPorta","TE","25","DET"
"2023","991553376645116032","complete","snake","10","11","11","CEEDEEZ NUTS","7569","Nico Collins","WR","26.8","HOU"
"2023","991553376645116032","complete","snake","10","12","12","GooeySubset","8139","Zamir White","RB","26.3","LV"
"2023","991553376645116032","complete","snake","10","13","13","Zac's Failure","10222","Jayden Reed","WR","25.7","GB"
"2023","991553376645116032","complete","snake","10","14","14","Team BetterThanAverage","9494","Marvin Mims","WR","23.8","DEN"
"2023","991553376645116032","complete","snake","10","15","15","SchueyG","4089","Gerald Everett","TE","31.5",NA
"2023","991553376645116032","complete","snake","10","16","16","Boogeyman","5955","Hunter Renfrow","WR","30","CAR"
"2024","1124833778267590528","complete","snake","1","1","1","Team I Hate CMC","4034","Christian McCaffrey","RB","29.6","SF"
"2024","1124833778267590528","complete","snake","1","2","2","Kupp Deez Nuts","6786","CeeDee Lamb","WR","26.7","DAL"
"2024","1124833778267590528","complete","snake","1","3","3","Team Browns(2-6)","8155","Breece Hall","RB","24.6","NYJ"
"2024","1124833778267590528","complete","snake","1","4","4","The Dak Knight Rises","9509","Bijan Robinson","RB","23.9","ATL"
"2024","1124833778267590528","complete","snake","1","5","5","CEEDEEZ NUTS","3321","Tyreek Hill","WR","31.8","MIA"
"2024","1124833778267590528","complete","snake","1","6","12","GooeySubset","7547","Amon-Ra St. Brown","WR","26.2","DET"
"2024","1124833778267590528","complete","snake","1","7","6","Jahmyr Deez Nuts","9221","Jahmyr Gibbs","RB","23.8","DET"
"2024","1124833778267590528","complete","snake","1","8","7","Zac’s Success","7564","Ja'Marr Chase","WR","25.8","CIN"
"2024","1124833778267590528","complete","snake","1","9","8","Monty Python","5859","A.J. Brown","WR","28.5","PHI"
"2024","1124833778267590528","complete","snake","1","10","9","Discount FAAB spender","6794","Justin Jefferson","WR","26.5","MIN"
"2024","1124833778267590528","complete","snake","1","11","10","Zac's Secret 👀","4866","Saquon Barkley","RB","28.9","PHI"
"2024","1124833778267590528","complete","snake","1","12","11","Gibby2224","8150","Kyren Williams","RB","25.3","LAR"
"2024","1124833778267590528","complete","snake","1","13","13","Big massive size 19 feet","6813","Jonathan Taylor","RB","26.9","IND"
"2024","1124833778267590528","complete","snake","1","14","14","Josh Barsa’s Insulin Pump","8146","Garrett Wilson","WR","25.4","NYJ"
"2024","1124833778267590528","complete","snake","2","14","14","Josh Barsa’s Insulin Pump","3198","Derrick Henry","RB","32","BAL"
"2024","1124833778267590528","complete","snake","2","13","13","Big massive size 19 feet","7543","Travis Etienne","RB","26.9","JAX"
"2024","1124833778267590528","complete","snake","2","12","11","Gibby2224","11628","Marvin Harrison","WR","23.4","ARI"
"2024","1124833778267590528","complete","snake","2","11","10","Zac's Secret 👀","9493","Puka Nacua","WR","24.6","LAR"
"2024","1124833778267590528","complete","snake","2","10","9","Discount FAAB spender","9226","De'Von Achane","RB","24.2","MIA"
"2024","1124833778267590528","complete","snake","2","9","8","Monty Python","6904","Jalen Hurts","QB","27.4","PHI"
"2024","1124833778267590528","complete","snake","2","8","7","Zac’s Success","8205","Isiah Pacheco","RB","26.8","KC"
"2024","1124833778267590528","complete","snake","2","7","6","Jahmyr Deez Nuts","4984","Josh Allen","QB","29.6","BUF"
"2024","1124833778267590528","complete","snake","2","6","12","GooeySubset","8112","Drake London","WR","24.4","ATL"
"2024","1124833778267590528","complete","snake","2","5","5","CEEDEEZ NUTS","8144","Chris Olave","WR","25.5","NO"
"2024","1124833778267590528","complete","snake","2","4","4","The Dak Knight Rises","6803","Brandon Aiyuk","WR","27.8","SF"
"2024","1124833778267590528","complete","snake","2","3","3","Team Browns(2-6)","5850","Josh Jacobs","RB","27.9","GB"
"2024","1124833778267590528","complete","snake","2","2","2","Kupp Deez Nuts","4046","Patrick Mahomes","QB","30.3","KC"
"2024","1124833778267590528","complete","snake","2","1","1","Team I Hate CMC","8138","James Cook","RB","26.3","BUF"
"2024","1124833778267590528","complete","snake","3","14","14","Josh Barsa’s Insulin Pump","9758","C.J. Stroud","QB","24.2","HOU"
"2024","1124833778267590528","complete","snake","3","13","13","Big massive size 19 feet","2133","Davante Adams","WR","33","LAR"
"2024","1124833778267590528","complete","snake","3","12","11","Gibby2224","1466","Travis Kelce","TE","36.2","KC"
"2024","1124833778267590528","complete","snake","3","11","10","Zac's Secret 👀","2216","Mike Evans","WR","32.4","TB"
"2024","1124833778267590528","complete","snake","3","10","9","Discount FAAB spender","4881","Lamar Jackson","QB","29","BAL"
"2024","1124833778267590528","complete","snake","3","9","8","Monty Python","2449","Stefon Diggs","WR","32.1","NE"
"2024","1124833778267590528","complete","snake","3","8","7","Zac’s Success","5872","Deebo Samuel","WR","30","WAS"
"2024","1124833778267590528","complete","snake","3","7","6","Jahmyr Deez Nuts","8136","Rachaad White","RB","27","TB"
"2024","1124833778267590528","complete","snake","3","6","12","GooeySubset","7569","Nico Collins","WR","26.8","HOU"
"2024","1124833778267590528","complete","snake","3","5","5","CEEDEEZ NUTS","8151","Kenneth Walker","RB","25.2","SEA"
"2024","1124833778267590528","complete","snake","3","4","4","The Dak Knight Rises","11632","Malik Nabers","WR","22.4","NYG"
"2024","1124833778267590528","complete","snake","3","3","3","Team Browns(2-6)","6770","Joe Burrow","QB","29.1","CIN"
"2024","1124833778267590528","complete","snake","3","2","2","Kupp Deez Nuts","4018","Joe Mixon","RB","29.4","HOU"
"2024","1124833778267590528","complete","snake","3","1","1","Team I Hate CMC","10859","Sam LaPorta","TE","25","DET"
"2024","1124833778267590528","complete","snake","4","1","1","Team I Hate CMC","7526","Jaylen Waddle","WR","27.1","MIA"
"2024","1124833778267590528","complete","snake","4","2","2","Kupp Deez Nuts","4039","Cooper Kupp","WR","32.5","SEA"
"2024","1124833778267590528","complete","snake","4","3","3","Team Browns(2-6)","5846","DK Metcalf","WR","28","PIT"
"2024","1124833778267590528","complete","snake","4","4","4","The Dak Knight Rises","8130","Trey McBride","TE","26.1","ARI"
"2024","1124833778267590528","complete","snake","4","5","5","CEEDEEZ NUTS","4983","DJ Moore","WR","28.7","CHI"
"2024","1124833778267590528","complete","snake","4","6","12","GooeySubset","4035","Alvin Kamara","RB","30.4","NO"
"2024","1124833778267590528","complete","snake","4","7","6","Jahmyr Deez Nuts","6819","Michael Pittman","WR","28.2","IND"
"2024","1124833778267590528","complete","snake","4","8","7","Zac’s Success","2309","Amari Cooper","WR","31.5",NA
"2024","1124833778267590528","complete","snake","4","9","8","Monty Python","5012","Mark Andrews","TE","30.3","BAL"
"2024","1124833778267590528","complete","snake","4","10","9","Discount FAAB spender","7525","DeVonta Smith","WR","27.1","PHI"
"2024","1124833778267590528","complete","snake","4","11","10","Zac's Secret 👀","9502","Tank Dell","WR","26.2","HOU"
"2024","1124833778267590528","complete","snake","4","12","11","Gibby2224","8137","George Pickens","WR","24.8","DAL"
"2024","1124833778267590528","complete","snake","4","13","13","Big massive size 19 feet","9997","Zay Flowers","WR","25.3","BAL"
"2024","1124833778267590528","complete","snake","4","14","14","Josh Barsa’s Insulin Pump","4137","James Conner","RB","30.7","ARI"
"2024","1124833778267590528","complete","snake","5","14","14","Josh Barsa’s Insulin Pump","4217","George Kittle","TE","32.2","SF"
"2024","1124833778267590528","complete","snake","5","13","13","Big massive size 19 feet","7553","Kyle Pitts","TE","25.2","ATL"
"2024","1124833778267590528","complete","snake","5","12","11","Gibby2224","9229","Anthony Richardson","QB","23.6","IND"
"2024","1124833778267590528","complete","snake","5","11","10","Zac's Secret 👀","10236","Dalton Kincaid","TE","26.2","BUF"
"2024","1124833778267590528","complete","snake","5","10","9","Discount FAAB spender","6801","Tee Higgins","WR","27","CIN"
"2024","1124833778267590528","complete","snake","5","9","8","Monty Python","5892","David Montgomery","RB","28.6","DET"
"2024","1124833778267590528","complete","snake","5","8","7","Zac’s Success","4199","Aaron Jones","RB","31.1","MIN"
"2024","1124833778267590528","complete","snake","5","7","6","Jahmyr Deez Nuts","5927","Terry McLaurin","WR","30.3","WAS"
"2024","1124833778267590528","complete","snake","5","6","12","GooeySubset","10229","Rashee Rice","WR","25.7","KC"
"2024","1124833778267590528","complete","snake","5","5","5","CEEDEEZ NUTS","7528","Najee Harris","RB","27.8","LAC"
"2024","1124833778267590528","complete","snake","5","4","4","The Dak Knight Rises","8139","Zamir White","RB","26.3","LV"
"2024","1124833778267590528","complete","snake","5","3","3","Team Browns(2-6)","4037","Chris Godwin","WR","29.8","TB"
"2024","1124833778267590528","complete","snake","5","2","2","Kupp Deez Nuts","7611","Rhamondre Stevenson","RB","27.9","NE"
"2024","1124833778267590528","complete","snake","5","1","1","Team I Hate CMC","4950","Christian Kirk","WR","29.1","HOU"
"2024","1124833778267590528","complete","snake","6","1","1","Team I Hate CMC","5849","Kyler Murray","QB","28.4","ARI"
"2024","1124833778267590528","complete","snake","6","2","2","Kupp Deez Nuts","4066","Evan Engram","TE","31.3","DEN"
"2024","1124833778267590528","complete","snake","6","3","3","Team Browns(2-6)","11604","Brock Bowers","TE","23","LV"
"2024","1124833778267590528","complete","snake","6","4","4","The Dak Knight Rises","3294","Dak Prescott","QB","32.4","DAL"
"2024","1124833778267590528","complete","snake","6","5","5","CEEDEEZ NUTS","11620","Rome Odunze","WR","23.6","CHI"
"2024","1124833778267590528","complete","snake","6","6","12","GooeySubset","6790","D'Andre Swift","RB","27","CHI"
"2024","1124833778267590528","complete","snake","6","7","6","Jahmyr Deez Nuts","11635","Ladd McConkey","WR","24.1","LAC"
"2024","1124833778267590528","complete","snake","6","8","7","Zac’s Success","6804","Jordan Love","QB","27.2","GB"
"2024","1124833778267590528","complete","snake","6","9","8","Monty Python","11624","Xavier Worthy","WR","22.7","KC"
"2024","1124833778267590528","complete","snake","6","10","9","Discount FAAB spender","5967","Tony Pollard","RB","28.7","TEN"
"2024","1124833778267590528","complete","snake","6","11","10","Zac's Secret 👀","10222","Jayden Reed","WR","25.7","GB"
"2024","1124833778267590528","complete","snake","6","12","11","Gibby2224","1479","Keenan Allen","WR","33.7","LAC"
"2024","1124833778267590528","complete","snake","6","13","13","Big massive size 19 feet","9756","Jordan Addison","WR","23.9","MIN"
"2024","1124833778267590528","complete","snake","6","14","14","Josh Barsa’s Insulin Pump","4981","Calvin Ridley","WR","31","TEN"
"2024","1124833778267590528","complete","snake","7","14","14","Josh Barsa’s Insulin Pump","2749","Raheem Mostert","RB","33.7","LV"
"2024","1124833778267590528","complete","snake","7","13","13","Big massive size 19 feet","5848","Marquise Brown","WR","28.6","KC"
"2024","1124833778267590528","complete","snake","7","12","11","Gibby2224","6845","Zack Moss","RB","28",NA
"2024","1124833778267590528","complete","snake","7","11","10","Zac's Secret 👀","11583","Jonathon Brooks","RB","22.4","CAR"
