"season","draft_id","status","type","round","pick","franchise_id","franchise_name","player_id","player_name","pos","age","team"
"2025","1243202553752080384","complete","snake","12","4","10","Tegucigalpa Guerreros","12476","Devin Neal","RB","22.4","NO"
"2025","1243202553752080384","complete","snake","12","5","6","Team Godwin","7670","Joshua Palmer","WR","26.3","BUF"
"2025","1243202553752080384","complete","snake","12","6","17","Team Jake","10232","Michael Wilson","WR","25.9","ARI"
"2025","1243202553752080384","complete","snake","12","7","11","Gibby2224","8210","Chig Okonkwo","TE","26.3","TEN"
"2025","1243202553752080384","complete","snake","12","8","16","Puka Deez Nuts ","11625","Adonai Mitchell","WR","23.2","NYJ"
"2025","1243202553752080384","complete","snake","12","9","1","Lamar’s Veiny Chubba","12536","Jaylin Noel","WR","23.3","HOU"
"2025","1243202553752080384","complete","snake","12","10","2","Team Browns(2-15)","8125","Calvin Austin","WR","26.8","PIT"
"2025","1243202553752080384","complete","snake","12","11","13","lucasrsigurdson","12455","Brashard Smith","RB","22.7","KC"
"2025","1243202553752080384","complete","snake","12","12","3","Havana Bananas","1234","Russell Wilson","QB","37.1","NYG"
"2025","1243202553752080384","complete","snake","12","13","12","GooeySubset","2505","Darren Waller","TE","33.3","MIA"
"2025","1243202553752080384","complete","snake","12","14","4","BTJ DEEZ NUTS","12492","Pat Bryant","WR","23.1","DEN"
"2025","1243202553752080384","complete","snake","12","15","9","Big massive size 19 feet","6826","Cole Kmet","TE","26.8","CHI"
"2025","1243202553752080384","complete","snake","12","16","8","Zac's Obsession 👀","12495","Ollie Gordon","RB","22","MIA"
"2025","1243202553752080384","complete","snake","12","17","7","Zac’s Success","12499","Elic Ayomanor","WR","22.6","TEN"
"2025","1243202553752080384","complete","snake","12","18","18","Sherboi","1244","Josh Gordon","WR","34.7",NA
