"season","franchise_id","franchise_name","week","starter_status","player_id","player_name","pos","team"
"2023","1","Tuafinity and Beyond","1","starter","10222","Jayden Reed","WR","GB"
"2023","1","Tuafinity and Beyond","1","nonstarter","2197","Brandin Cooks","WR","BUF"
"2023","1","Tuafinity and Beyond","1","starter","3198","Derrick Henry","RB","BAL"
"2023","1","Tuafinity and Beyond","1","starter","4217","George Kittle","TE","SF"
"2023","1","Tuafinity and Beyond","1","starter","5947","Jakobi Meyers","WR","JAX"
"2023","1","Tuafinity and Beyond","1","starter","6819","Michael Pittman","WR","IND"
"2023","1","Tuafinity and Beyond","1","starter","7547","Amon-Ra St. Brown","WR","DET"
"2023","1","Tuafinity and Beyond","1","starter","7611","Rhamondre Stevenson","RB","NE"
"2023","1","Tuafinity and Beyond","1","nonstarter","9226","De'Von Achane","RB","MIA"
"2023","1","Tuafinity and Beyond","1","starter","96","Aaron Rodgers","QB","PIT"
"2023","2","Gibby2224","1","starter","1426","DeAndre Hopkins","WR","BAL"
"2023","2","Gibby2224","1","starter","2216","Mike Evans","WR","TB"
"2023","2","Gibby2224","1","starter","4663","Austin Ekeler","RB","WAS"
"2023","2","Gibby2224","1","starter","5870","Daniel Jones","QB","IND"
"2023","2","Gibby2224","1","starter","5927","Terry McLaurin","WR","WAS"
"2023","2","Gibby2224","1","starter","7543","Travis Etienne","RB","JAX"
"2023","2","Gibby2224","1","starter","7600","Pat Freiermuth","TE","PIT"
"2023","2","Gibby2224","1","starter","8154","Brian Robinson","RB","SF"
"2023","2","Gibby2224","1","nonstarter","9497","Jalin Hyatt","WR","NYG"
"2023","2","Gibby2224","1","nonstarter","9757","Kendre Miller","RB","NO"
"2023","3","Zac has tiny pp","1","nonstarter","4039","Cooper Kupp","WR","SEA"
"2023","3","Zac has tiny pp","1","starter","4066","Evan Engram","TE","DEN"
"2023","3","Zac has tiny pp","1","starter","4080","Zay Jones","WR","ARI"
"2023","3","Zac has tiny pp","1","starter","4147","Samaje Perine","RB","CIN"
"2023","3","Zac has tiny pp","1","starter","5967","Tony Pollard","RB","TEN"
"2023","3","Zac has tiny pp","1","nonstarter","6801","Tee Higgins","WR","CIN"
"2023","3","Zac has tiny pp","1","starter","7523","Trevor Lawrence","QB","JAX"
"2023","3","Zac has tiny pp","1","starter","7588","Javonte Williams","RB","DAL"
"2023","3","Zac has tiny pp","1","starter","9494","Marvin Mims","WR","DEN"
"2023","3","Zac has tiny pp","1","starter","9754","Quentin Johnston","WR","LAC"
"2023","4","jche","1","nonstarter","2161","Jerick McKinnon","RB",NA
"2023","4","jche","1","starter","4046","Patrick Mahomes","QB","KC"
"2023","4","jche","1","starter","5859","A.J. Brown","WR","PHI"
"2023","4","jche","1","starter","6826","Cole Kmet","TE","CHI"
"2023","4","jche","1","starter","6828","A.J. Dillon","RB","PHI"
"2023","4","jche","1","starter","7553","Kyle Pitts","TE","ATL"
"2023","4","jche","1","starter","7601","Rondale Moore","WR","MIN"
"2023","4","jche","1","nonstarter","8135","Treylon Burks","WR","WAS"
"2023","4","jche","1","starter","8137","George Pickens","WR","DAL"
"2023","4","jche","1","starter","8151","Kenneth Walker","RB","SEA"
"2023","5","Pat gregorys jockstrap","1","starter","10229","Rashee Rice","WR","KC"
"2023","5","Pat gregorys jockstrap","1","starter","4089","Gerald Everett","TE",NA
"2023","5","Pat gregorys jockstrap","1","starter","4137","James Conner","RB","ARI"
"2023","5","Pat gregorys jockstrap","1","starter","4866","Saquon Barkley","RB","PHI"
"2023","5","Pat gregorys jockstrap","1","starter","4981","Calvin Ridley","WR","TEN"
"2023","5","Pat gregorys jockstrap","1","starter","5892","David Montgomery","RB","DET"
"2023","5","Pat gregorys jockstrap","1","starter","6770","Joe Burrow","QB","CIN"
"2023","5","Pat gregorys jockstrap","1","nonstarter","6943","Gabe Davis","WR","BUF"
"2023","5","Pat gregorys jockstrap","1","nonstarter","7561","Elijah Mitchell","RB","NE"
"2023","5","Pat gregorys jockstrap","1","starter","8146","Garrett Wilson","WR","NYJ"
"2023","6","lowerthanaverage","1","starter","1373","Geno Smith","QB","LV"
"2023","6","lowerthanaverage","1","starter","2133","Davante Adams","WR","LAR"
"2023","6","lowerthanaverage","1","starter","5022","Dallas Goedert","TE","PHI"
"2023","6","lowerthanaverage","1","starter","7528","Najee Harris","RB","LAC"
"2023","6","lowerthanaverage","1","starter","8119","Jahan Dotson","WR","PHI"
"2023","6","lowerthanaverage","1","starter","8121","Romeo Doubs","WR","GB"
"2023","6","lowerthanaverage","1","starter","8155","Breece Hall","RB","NYJ"
"2023","6","lowerthanaverage","1","nonstarter","8167","Christian Watson","WR","GB"
"2023","6","lowerthanaverage","1","starter","8228","Jaylen Warren","RB","PIT"
"2023","6","lowerthanaverage","1","nonstarter","9753","Zach Charbonnet","RB","SEA"
"2023","7","Zac’s Success","1","starter","1479","Keenan Allen","WR","LAC"
"2023","7","Zac’s Success","1","nonstarter","2374","Tyler Lockett","WR","LV"
"2023","7","Zac’s Success","1","starter","2749","Raheem Mostert","RB","LV"
"2023","7","Zac’s Success","1","starter","4034","Christian McCaffrey","RB","SF"
"2023","7","Zac’s Success","1","starter","4040","JuJu Smith-Schuster","WR","KC"
"2023","7","Zac’s Success","1","nonstarter","6783","Jerry Jeudy","WR","CLE"
"2023","7","Zac’s Success","1","starter","6797","Justin Herbert","QB","LAC"
"2023","7","Zac’s Success","1","starter","6853","Van Jefferson","WR","TEN"
"2023","7","Zac’s Success","1","starter","8136","Rachaad White","RB","TB"
"2023","7","Zac’s Success","1","starter","8210","Chig Okonkwo","TE","TEN"
"2023","8","Henry Ruggs’ Racecrew","1","starter","2505","Darren Waller","TE","MIA"
"2023","8","Henry Ruggs’ Racecrew","1","starter","5848","Marquise Brown","WR","KC"
"2023","8","Henry Ruggs’ Racecrew","1","starter","5850","Josh Jacobs","RB","GB"
"2023","8","Henry Ruggs’ Racecrew","1","nonstarter","5890","Damien Harris","RB",NA
"2023","8","Henry Ruggs’ Racecrew","1","starter","7564","Ja'Marr Chase","WR","CIN"
"2023","8","Henry Ruggs’ Racecrew","1","starter","7591","Justin Fields","QB","NYJ"
"2023","8","Henry Ruggs’ Racecrew","1","nonstarter","7606","Kadarius Toney","WR",NA
"2023","8","Henry Ruggs’ Racecrew","1","starter","8132","Tyler Allgeier","RB","ATL"
"2023","8","Henry Ruggs’ Racecrew","1","starter","8205","Isiah Pacheco","RB","KC"
"2023","8","Henry Ruggs’ Racecrew","1","starter","9997","Zay Flowers","WR","BAL"
"2023","9","Josh Barsa’s Insulin Pump","1","starter","10859","Sam LaPorta","TE","DET"
"2023","9","Josh Barsa’s Insulin Pump","1","starter","1166","Kirk Cousins","QB","ATL"
"2023","9","Josh Barsa’s Insulin Pump","1","starter","2449","Stefon Diggs","WR","NE"
"2023","9","Josh Barsa’s Insulin Pump","1","starter","3199","Michael Thomas","WR",NA
"2023","9","Josh Barsa’s Insulin Pump","1","nonstarter","4035","Alvin Kamara","RB","NO"
"2023","9","Josh Barsa’s Insulin Pump","1","starter","5846","DK Metcalf","WR","PIT"
"2023","9","Josh Barsa’s Insulin Pump","1","starter","5987","Alexander Mattison","RB","MIA"
"2023","9","Josh Barsa’s Insulin Pump","1","starter","7525","DeVonta Smith","WR","PHI"
"2023","9","Josh Barsa’s Insulin Pump","1","nonstarter","9228","Bryce Young","QB","CAR"
"2023","9","Josh Barsa’s Insulin Pump","1","starter","9506","Sean Tucker","RB","TB"
"2023","10","Havana Bananas","1","starter","1234","Russell Wilson","QB","NYG"
"2023","10","Havana Bananas","1","starter","1466","Travis Kelce","TE","KC"
"2023","10","Havana Bananas","1","starter","3225","Tyler Boyd","WR",NA
"2023","10","Havana Bananas","1","starter","4068","Mike Williams","WR",NA
"2023","10","Havana Bananas","1","starter","4149","Jamaal Williams","RB",NA
"2023","10","Havana Bananas","1","nonstarter","4984","Josh Allen","QB","BUF"
"2023","10","Havana Bananas","1","starter","6130","Devin Singletary","RB","NYG"
"2023","10","Havana Bananas","1","nonstarter","8112","Drake London","WR","ATL"
"2023","10","Havana Bananas","1","starter","8129","Dameon Pierce","RB","KC"
"2023","10","Havana Bananas","1","starter","9756","Jordan Addison","WR","MIN"
"2023","11","CEEDEEZ NUTS","1","nonstarter","2028","Derek Carr","QB",NA
"2023","11","CEEDEEZ NUTS","1","starter","4018","Joe Mixon","RB","HOU"
"2023","11","CEEDEEZ NUTS","1","starter","4029","Dalvin Cook","RB",NA
"2023","11","CEEDEEZ NUTS","1","starter","4983","DJ Moore","WR","CHI"
"2023","11","CEEDEEZ NUTS","1","nonstarter","5038","Michael Gallup","WR",NA
"2023","11","CEEDEEZ NUTS","1","starter","5185","Allen Lazard","WR",NA
"2023","11","CEEDEEZ NUTS","1","starter","5844","T.J. Hockenson","TE","MIN"
"2023","11","CEEDEEZ NUTS","1","starter","6768","Tua Tagovailoa","QB","MIA"
"2023","11","CEEDEEZ NUTS","1","starter","6794","Justin Jefferson","WR","MIN"
"2023","11","CEEDEEZ NUTS","1","starter","7551","Deon Jackson","RB",NA
"2023","12","GooeySubset","1","starter","10236","Dalton Kincaid","TE","BUF"
"2023","12","GooeySubset","1","starter","1689","Adam Thielen","WR","PIT"
"2023","12","GooeySubset","1","starter","3163","Jared Goff","QB","DET"
"2023","12","GooeySubset","1","starter","3271","Tyler Higbee","TE","LAR"
"2023","12","GooeySubset","1","nonstarter","5955","Hunter Renfrow","WR","CAR"
"2023","12","GooeySubset","1","starter","6790","D'Andre Swift","RB","CHI"
"2023","12","GooeySubset","1","starter","6813","Jonathan Taylor","RB","IND"
"2023","12","GooeySubset","1","nonstarter","6904","Jalen Hurts","QB","PHI"
"2023","12","GooeySubset","1","starter","7526","Jaylen Waddle","WR","MIA"
"2023","12","GooeySubset","1","starter","9488","Jaxon Smith-Njigba","WR","SEA"
"2023","13","Zac's Failure","1","nonstarter","4037","Chris Godwin","WR","TB"
"2023","13","Zac's Failure","1","starter","5045","Courtland Sutton","WR","DEN"
"2023","13","Zac's Failure","1","starter","5872","Deebo Samuel","WR","WAS"
"2023","13","Zac's Failure","1","starter","6786","CeeDee Lamb","WR","DAL"
"2023","13","Zac's Failure","1","starter","7002","Juwan Johnson","TE","NO"
"2023","13","Zac's Failure","1","starter","7569","Nico Collins","WR","HOU"
"2023","13","Zac's Failure","1","nonstarter","7571","Rashod Bateman","WR","BAL"
"2023","13","Zac's Failure","1","starter","8138","James Cook","RB","BUF"
"2023","13","Zac's Failure","1","starter","9221","Jahmyr Gibbs","RB","DET"
"2023","13","Zac's Failure","1","starter","9229","Anthony Richardson","QB","IND"
"2023","14","Team BetterThanAverage","1","starter","2309","Amari Cooper","WR",NA
"2023","14","Team BetterThanAverage","1","starter","3294","Dak Prescott","QB","DAL"
"2023","14","Team BetterThanAverage","1","nonstarter","4951","DJ Chark","WR",NA
"2023","14","Team BetterThanAverage","1","starter","5001","Dalton Schultz","TE","HOU"
"2023","14","Team BetterThanAverage","1","starter","6151","Miles Sanders","RB","DAL"
"2023","14","Team BetterThanAverage","1","starter","6938","Cam Akers","RB","SEA"
"2023","14","Team BetterThanAverage","1","nonstarter","7066","K.J. Osborn","WR","ATL"
"2023","14","Team BetterThanAverage","1","starter","7608","Khalil Herbert","RB","NYJ"
"2023","14","Team BetterThanAverage","1","starter","8144","Chris Olave","WR","NO"
"2023","14","Team BetterThanAverage","1","starter","9509","Bijan Robinson","RB","ATL"
"2023","15","SchueyG","1","nonstarter","2078","Odell Beckham","WR",NA
"2023","15","SchueyG","1","starter","3164","Ezekiel Elliott","RB",NA
"2023","15","SchueyG","1","starter","3321","Tyreek Hill","WR","MIA"
"2023","15","SchueyG","1","starter","4017","Deshaun Watson","QB","CLE"
"2023","15","SchueyG","1","starter","4033","David Njoku","TE","CLE"
"2023","15","SchueyG","1","starter","4199","Aaron Jones","RB","MIN"
"2023","15","SchueyG","1","starter","5937","Diontae Johnson","WR",NA
"2023","15","SchueyG","1","starter","6806","J.K. Dobbins","RB","DEN"
"2023","15","SchueyG","1","starter","7090","Darnell Mooney","WR","ATL"
"2023","15","SchueyG","1","nonstarter","8147","John Metchie","WR","NYJ"
"2023","16","Boogeyman","1","starter","4881","Lamar Jackson","QB","BAL"
"2023","16","Boogeyman","1","starter","4950","Christian Kirk","WR","HOU"
"2023","16","Boogeyman","1","starter","4988","Nick Chubb","RB","HOU"
"2023","16","Boogeyman","1","starter","5012","Mark Andrews","TE","BAL"
"2023","16","Boogeyman","1","starter","6803","Brandon Aiyuk","WR","SF"
"2023","16","Boogeyman","1","nonstarter","6945","Antonio Gibson","RB","NE"
"2023","16","Boogeyman","1","starter","7596","Elijah Moore","WR","DEN"
"2023","16","Boogeyman","1","starter","8139","Zamir White","RB","LV"
"2023","16","Boogeyman","1","nonstarter","8168","Skyy Moore","WR","SF"
"2023","16","Boogeyman","1","starter","9225","Tank Bigsby","RB","PHI"
"2023","1","Tuafinity and Beyond","2","starter","10222","Jayden Reed","WR","GB"
"2023","1","Tuafinity and Beyond","2","nonstarter","2197","Brandin Cooks","WR","BUF"
"2023","1","Tuafinity and Beyond","2","starter","3198","Derrick Henry","RB","BAL"
"2023","1","Tuafinity and Beyond","2","starter","4217","George Kittle","TE","SF"
"2023","1","Tuafinity and Beyond","2","nonstarter","5947","Jakobi Meyers","WR","JAX"
"2023","1","Tuafinity and Beyond","2","starter","6804","Jordan Love","QB","GB"
"2023","1","Tuafinity and Beyond","2","starter","6819","Michael Pittman","WR","IND"
"2023","1","Tuafinity and Beyond","2","starter","7547","Amon-Ra St. Brown","WR","DET"
"2023","1","Tuafinity and Beyond","2","starter","7611","Rhamondre Stevenson","RB","NE"
"2023","1","Tuafinity and Beyond","2","nonstarter","9226","De'Von Achane","RB","MIA"
"2023","1","Tuafinity and Beyond","2","starter","9481","Luke Musgrave","TE","GB"
"2023","2","Gibby2224","2","starter","1426","DeAndre Hopkins","WR","BAL"
"2023","2","Gibby2224","2","starter","2216","Mike Evans","WR","TB"
"2023","2","Gibby2224","2","nonstarter","421","Matthew Stafford","QB","LAR"
"2023","2","Gibby2224","2","nonstarter","4663","Austin Ekeler","RB","WAS"
"2023","2","Gibby2224","2","starter","5870","Daniel Jones","QB","IND"
"2023","2","Gibby2224","2","starter","5927","Terry McLaurin","WR","WAS"
"2023","2","Gibby2224","2","starter","7543","Travis Etienne","RB","JAX"
"2023","2","Gibby2224","2","starter","7600","Pat Freiermuth","TE","PIT"
"2023","2","Gibby2224","2","starter","8154","Brian Robinson","RB","SF"
"2023","2","Gibby2224","2","starter","9497","Jalin Hyatt","WR","NYG"
"2023","2","Gibby2224","2","nonstarter","9757","Kendre Miller","RB","NO"
"2023","3","Zac has tiny pp","2","nonstarter","4039","Cooper Kupp","WR","SEA"
"2023","3","Zac has tiny pp","2","starter","4066","Evan Engram","TE","DEN"
"2023","3","Zac has tiny pp","2","nonstarter","4080","Zay Jones","WR","ARI"
"2023","3","Zac has tiny pp","2","starter","4147","Samaje Perine","RB","CIN"
"2023","3","Zac has tiny pp","2","starter","4973","Hayden Hurst","TE",NA
"2023","3","Zac has tiny pp","2","starter","5967","Tony Pollard","RB","TEN"
"2023","3","Zac has tiny pp","2","starter","6801","Tee Higgins","WR","CIN"
"2023","3","Zac has tiny pp","2","starter","7523","Trevor Lawrence","QB","JAX"
"2023","3","Zac has tiny pp","2","starter","7562","Tutu Atwell","WR","LAR"
"2023","3","Zac has tiny pp","2","starter","7588","Javonte Williams","RB","DAL"
"2023","3","Zac has tiny pp","2","nonstarter","9754","Quentin Johnston","WR","LAC"
"2023","4","jche","2","starter","2161","Jerick McKinnon","RB",NA
"2023","4","jche","2","starter","4046","Patrick Mahomes","QB","KC"
"2023","4","jche","2","starter","5859","A.J. Brown","WR","PHI"
"2023","4","jche","2","starter","6826","Cole Kmet","TE","CHI"
"2023","4","jche","2","starter","6828","A.J. Dillon","RB","PHI"
"2023","4","jche","2","nonstarter","7553","Kyle Pitts","TE","ATL"
"2023","4","jche","2","nonstarter","7601","Rondale Moore","WR","MIN"
"2023","4","jche","2","starter","8135","Treylon Burks","WR","WAS"
"2023","4","jche","2","starter","8137","George Pickens","WR","DAL"
"2023","4","jche","2","starter","8151","Kenneth Walker","RB","SEA"
"2023","4","jche","2","nonstarter","8183","Brock Purdy","QB","SF"
"2023","5","Pat gregorys jockstrap","2","nonstarter","10229","Rashee Rice","WR","KC"
"2023","5","Pat gregorys jockstrap","2","starter","4137","James Conner","RB","ARI"
"2023","5","Pat gregorys jockstrap","2","starter","4866","Saquon Barkley","RB","PHI"
"2023","5","Pat gregorys jockstrap","2","nonstarter","4981","Calvin Ridley","WR","TEN"
"2023","5","Pat gregorys jockstrap","2","starter","5892","David Montgomery","RB","DET"
"2023","5","Pat gregorys jockstrap","2","starter","6770","Joe Burrow","QB","CIN"
"2023","5","Pat gregorys jockstrap","2","starter","6943","Gabe Davis","WR","BUF"
"2023","5","Pat gregorys jockstrap","2","nonstarter","7561","Elijah Mitchell","RB","NE"
"2023","5","Pat gregorys jockstrap","2","starter","8110","Jake Ferguson","TE","DAL"
"2023","5","Pat gregorys jockstrap","2","starter","8146","Garrett Wilson","WR","NYJ"
"2023","5","Pat gregorys jockstrap","2","starter","9493","Puka Nacua","WR","LAR"
"2023","6","lowerthanaverage","2","starter","1373","Geno Smith","QB","LV"
"2023","6","lowerthanaverage","2","starter","2133","Davante Adams","WR","LAR"
"2023","6","lowerthanaverage","2","starter","5022","Dallas Goedert","TE","PHI"
"2023","6","lowerthanaverage","2","starter","7528","Najee Harris","RB","LAC"
"2023","6","lowerthanaverage","2","starter","8119","Jahan Dotson","WR","PHI"
"2023","6","lowerthanaverage","2","starter","8121","Romeo Doubs","WR","GB"
"2023","6","lowerthanaverage","2","starter","8125","Calvin Austin","WR","PIT"
"2023","6","lowerthanaverage","2","nonstarter","8155","Breece Hall","RB","NYJ"
"2023","6","lowerthanaverage","2","nonstarter","8167","Christian Watson","WR","GB"
"2023","6","lowerthanaverage","2","nonstarter","8181","Connor Heyward","TE","PIT"
"2023","6","lowerthanaverage","2","starter","8228","Jaylen Warren","RB","PIT"
"2023","7","Zac’s Success","2","starter","1479","Keenan Allen","WR","LAC"
"2023","7","Zac’s Success","2","starter","2374","Tyler Lockett","WR","LV"
"2023","7","Zac’s Success","2","starter","2749","Raheem Mostert","RB","LV"
"2023","7","Zac’s Success","2","starter","3214","Hunter Henry","TE","NE"
"2023","7","Zac’s Success","2","starter","4034","Christian McCaffrey","RB","SF"
"2023","7","Zac’s Success","2","starter","4040","JuJu Smith-Schuster","WR","KC"
"2023","7","Zac’s Success","2","nonstarter","6783","Jerry Jeudy","WR","CLE"
"2023","7","Zac’s Success","2","starter","6797","Justin Herbert","QB","LAC"
"2023","7","Zac’s Success","2","nonstarter","6853","Van Jefferson","WR","TEN"
"2023","7","Zac’s Success","2","starter","8136","Rachaad White","RB","TB"
"2023","7","Zac’s Success","2","nonstarter","8210","Chig Okonkwo","TE","TEN"
"2023","8","Henry Ruggs’ Racecrew","2","nonstarter","10225","Jonathan Mingo","WR","DAL"
"2023","8","Henry Ruggs’ Racecrew","2","starter","2505","Darren Waller","TE","MIA"
"2023","8","Henry Ruggs’ Racecrew","2","starter","5848","Marquise Brown","WR","KC"
"2023","8","Henry Ruggs’ Racecrew","2","starter","5850","Josh Jacobs","RB","GB"
"2023","8","Henry Ruggs’ Racecrew","2","starter","6845","Zack Moss","RB",NA
"2023","8","Henry Ruggs’ Racecrew","2","starter","7564","Ja'Marr Chase","WR","CIN"
"2023","8","Henry Ruggs’ Racecrew","2","starter","7591","Justin Fields","QB","NYJ"
"2023","8","Henry Ruggs’ Racecrew","2","starter","7606","Kadarius Toney","WR",NA
"2023","8","Henry Ruggs’ Racecrew","2","nonstarter","8132","Tyler Allgeier","RB","ATL"
"2023","8","Henry Ruggs’ Racecrew","2","nonstarter","8205","Isiah Pacheco","RB","KC"
"2023","8","Henry Ruggs’ Racecrew","2","starter","9997","Zay Flowers","WR","BAL"
"2023","9","Josh Barsa’s Insulin Pump","2","starter","10859","Sam LaPorta","TE","DET"
"2023","9","Josh Barsa’s Insulin Pump","2","starter","1166","Kirk Cousins","QB","ATL"
"2023","9","Josh Barsa’s Insulin Pump","2","starter","2449","Stefon Diggs","WR","NE"
"2023","9","Josh Barsa’s Insulin Pump","2","starter","3199","Michael Thomas","WR",NA
"2023","9","Josh Barsa’s Insulin Pump","2","nonstarter","4035","Alvin Kamara","RB","NO"
"2023","9","Josh Barsa’s Insulin Pump","2","starter","5846","DK Metcalf","WR","PIT"
"2023","9","Josh Barsa’s Insulin Pump","2","starter","5987","Alexander Mattison","RB","MIA"
"2023","9","Josh Barsa’s Insulin Pump","2","starter","7525","DeVonta Smith","WR","PHI"
"2023","9","Josh Barsa’s Insulin Pump","2","starter","8150","Kyren Williams","RB","LAR"
"2023","9","Josh Barsa’s Insulin Pump","2","nonstarter","9228","Bryce Young","QB","CAR"
"2023","9","Josh Barsa’s Insulin Pump","2","nonstarter","9506","Sean Tucker","RB","TB"
"2023","10","Havana Bananas","2","starter","1234","Russell Wilson","QB","NYG"
"2023","10","Havana Bananas","2","starter","1466","Travis Kelce","TE","KC"
"2023","10","Havana Bananas","2","nonstarter","1992","Allen Robinson","WR",NA
"2023","10","Havana Bananas","2","starter","3225","Tyler Boyd","WR",NA
"2023","10","Havana Bananas","2","starter","4068","Mike Williams","WR",NA
"2023","10","Havana Bananas","2","nonstarter","4149","Jamaal Williams","RB",NA
"2023","10","Havana Bananas","2","nonstarter","4984","Josh Allen","QB","BUF"
"2023","10","Havana Bananas","2","starter","5248","Gus Edwards","RB",NA
"2023","10","Havana Bananas","2","starter","8112","Drake London","WR","ATL"
"2023","10","Havana Bananas","2","starter","8129","Dameon Pierce","RB","KC"
"2023","10","Havana Bananas","2","starter","9756","Jordan Addison","WR","MIN"
"2023","11","CEEDEEZ NUTS","2","nonstarter","2028","Derek Carr","QB",NA
"2023","11","CEEDEEZ NUTS","2","starter","4018","Joe Mixon","RB","HOU"
"2023","11","CEEDEEZ NUTS","2","starter","4029","Dalvin Cook","RB",NA
"2023","11","CEEDEEZ NUTS","2","starter","4454","Kendrick Bourne","WR","SF"
"2023","11","CEEDEEZ NUTS","2","starter","4983","DJ Moore","WR","CHI"
"2023","11","CEEDEEZ NUTS","2","nonstarter","5185","Allen Lazard","WR",NA
"2023","11","CEEDEEZ NUTS","2","starter","5844","T.J. Hockenson","TE","MIN"
"2023","11","CEEDEEZ NUTS","2","starter","6768","Tua Tagovailoa","QB","MIA"
"2023","11","CEEDEEZ NUTS","2","starter","6794","Justin Jefferson","WR","MIN"
"2023","11","CEEDEEZ NUTS","2","nonstarter","7551","Deon Jackson","RB",NA
"2023","11","CEEDEEZ NUTS","2","starter","8676","Rashid Shaheed","WR","SEA"
"2023","12","GooeySubset","2","starter","10236","Dalton Kincaid","TE","BUF"
"2023","12","GooeySubset","2","starter","1689","Adam Thielen","WR","PIT"
"2023","12","GooeySubset","2","nonstarter","3163","Jared Goff","QB","DET"
"2023","12","GooeySubset","2","starter","3271","Tyler Higbee","TE","LAR"
"2023","12","GooeySubset","2","nonstarter","5955","Hunter Renfrow","WR","CAR"
"2023","12","GooeySubset","2","starter","6790","D'Andre Swift","RB","CHI"
"2023","12","GooeySubset","2","starter","6813","Jonathan Taylor","RB","IND"
"2023","12","GooeySubset","2","starter","6904","Jalen Hurts","QB","PHI"
"2023","12","GooeySubset","2","starter","7526","Jaylen Waddle","WR","MIA"
"2023","12","GooeySubset","2","starter","9488","Jaxon Smith-Njigba","WR","SEA"
"2023","13","Zac's Failure","2","starter","4037","Chris Godwin","WR","TB"
"2023","13","Zac's Failure","2","starter","5045","Courtland Sutton","WR","DEN"
"2023","13","Zac's Failure","2","starter","5872","Deebo Samuel","WR","WAS"
"2023","13","Zac's Failure","2","nonstarter","5995","Justice Hill","RB","BAL"
"2023","13","Zac's Failure","2","starter","6786","CeeDee Lamb","WR","DAL"
"2023","13","Zac's Failure","2","starter","7002","Juwan Johnson","TE","NO"
"2023","13","Zac's Failure","2","nonstarter","7571","Rashod Bateman","WR","BAL"
"2023","13","Zac's Failure","2","nonstarter","7608","Khalil Herbert","RB","NYJ"
"2023","13","Zac's Failure","2","starter","8138","James Cook","RB","BUF"
"2023","13","Zac's Failure","2","starter","9221","Jahmyr Gibbs","RB","DET"
"2023","13","Zac's Failure","2","starter","9229","Anthony Richardson","QB","IND"
"2023","14","Team BetterThanAverage","2","starter","2309","Amari Cooper","WR",NA
"2023","14","Team BetterThanAverage","2","starter","3294","Dak Prescott","QB","DAL"
"2023","14","Team BetterThanAverage","2","nonstarter","4098","Kareem Hunt","RB","KC"
"2023","14","Team BetterThanAverage","2","nonstarter","4951","DJ Chark","WR",NA
"2023","14","Team BetterThanAverage","2","starter","5001","Dalton Schultz","TE","HOU"
"2023","14","Team BetterThanAverage","2","starter","6151","Miles Sanders","RB","DAL"
"2023","14","Team BetterThanAverage","2","nonstarter","6938","Cam Akers","RB","SEA"
"2023","14","Team BetterThanAverage","2","starter","7066","K.J. Osborn","WR","ATL"
"2023","14","Team BetterThanAverage","2","starter","7569","Nico Collins","WR","HOU"
"2023","14","Team BetterThanAverage","2","starter","8144","Chris Olave","WR","NO"
"2023","14","Team BetterThanAverage","2","starter","9509","Bijan Robinson","RB","ATL"
"2023","14","Team BetterThanAverage","2","nonstarter","9753","Zach Charbonnet","RB","SEA"
"2023","15","SchueyG","2","starter","2078","Odell Beckham","WR",NA
"2023","15","SchueyG","2","starter","3164","Ezekiel Elliott","RB",NA
"2023","15","SchueyG","2","starter","3321","Tyreek Hill","WR","MIA"
"2023","15","SchueyG","2","starter","4017","Deshaun Watson","QB","CLE"
"2023","15","SchueyG","2","starter","4033","David Njoku","TE","CLE"
"2023","15","SchueyG","2","starter","4199","Aaron Jones","RB","MIN"
"2023","15","SchueyG","2","nonstarter","5937","Diontae Johnson","WR",NA
"2023","15","SchueyG","2","starter","6806","J.K. Dobbins","RB","DEN"
"2023","15","SchueyG","2","nonstarter","7090","Darnell Mooney","WR","ATL"
"2023","15","SchueyG","2","nonstarter","7567","Kenneth Gainwell","RB","PIT"
"2023","15","SchueyG","2","starter","8147","John Metchie","WR","NYJ"
"2023","16","Boogeyman","2","nonstarter","10235","Roschon Johnson","RB","CHI"
"2023","16","Boogeyman","2","starter","4881","Lamar Jackson","QB","BAL"
"2023","16","Boogeyman","2","starter","4950","Christian Kirk","WR","HOU"
"2023","16","Boogeyman","2","starter","4988","Nick Chubb","RB","HOU"
"2023","16","Boogeyman","2","starter","5012","Mark Andrews","TE","BAL"
"2023","16","Boogeyman","2","starter","6803","Brandon Aiyuk","WR","SF"
"2023","16","Boogeyman","2","starter","6945","Antonio Gibson","RB","NE"
"2023","16","Boogeyman","2","nonstarter","7045","Joshua Kelley","RB",NA
"2023","16","Boogeyman","2","starter","7596","Elijah Moore","WR","DEN"
"2023","16","Boogeyman","2","starter","8168","Skyy Moore","WR","SF"
"2023","16","Boogeyman","2","nonstarter","9225","Tank Bigsby","RB","PHI"
"2023","1","Tuafinity and Beyond","3","nonstarter","10222","Jayden Reed","WR","GB"
"2023","1","Tuafinity and Beyond","3","nonstarter","2197","Brandin Cooks","WR","BUF"
"2023","1","Tuafinity and Beyond","3","nonstarter","3198","Derrick Henry","RB","BAL"
"2023","1","Tuafinity and Beyond","3","starter","4217","George Kittle","TE","SF"
"2023","1","Tuafinity and Beyond","3","starter","5947","Jakobi Meyers","WR","JAX"
"2023","1","Tuafinity and Beyond","3","starter","6804","Jordan Love","QB","GB"
"2023","1","Tuafinity and Beyond","3","starter","6819","Michael Pittman","WR","IND"
"2023","1","Tuafinity and Beyond","3","starter","7547","Amon-Ra St. Brown","WR","DET"
