"season","week","game_type","franchise_id","franchise_score","opponent_id","opponent_score","result","result_char"
2023,7,0,4,198.3,10,81.14,1,"W"
2023,7,0,5,251.52,9,215.2,1,"W"
2023,7,0,6,174.04,12,153.3,1,"W"
2023,7,0,7,210.94,8,129.72,1,"W"
2023,7,0,8,129.72,7,210.94,0,"L"
2023,7,0,9,215.2,5,251.52,0,"L"
2023,7,0,10,81.14,4,198.3,0,"L"
2023,7,0,11,119.56,14,207.2,0,"L"
2023,7,0,12,153.3,6,174.04,0,"L"
2023,7,0,13,210.46,1,194.92,1,"W"
2023,7,0,14,207.2,11,119.56,1,"W"
2023,8,0,1,261.92,2,239.08,1,"W"
2023,8,0,2,239.08,1,261.92,0,"L"
2023,8,0,3,152.1,12,171.8,0,"L"
2023,8,0,4,188.56,9,144.68,1,"W"
2023,8,0,5,224.68,8,185.62,1,"W"
2023,8,0,6,256.88,10,122.56,1,"W"
2023,8,0,7,187.28,11,184.72,1,"W"
2023,8,0,8,185.62,5,224.68,0,"L"
2023,8,0,9,144.68,4,188.56,0,"L"
2023,8,0,10,122.56,6,256.88,0,"L"
2023,8,0,11,184.72,7,187.28,0,"L"
2023,8,0,12,171.8,3,152.1,1,"W"
2023,8,0,13,220.82,14,264.48,0,"L"
2023,8,0,14,264.48,13,220.82,1,"W"
2023,9,0,1,236.84,10,108.74,1,"W"
2023,9,0,2,143.8,6,162.4,0,"L"
2023,9,0,3,149.38,13,198.62,0,"L"
2023,9,0,4,197.44,5,141.26,1,"W"
2023,9,0,5,141.26,4,197.44,0,"L"
2023,9,0,6,162.4,2,143.8,1,"W"
2023,9,0,7,209.88,12,195.26,1,"W"
2023,9,0,8,129.72,14,209.38,0,"L"
2023,9,0,9,200.44,11,200.7,0,"L"
2023,9,0,10,108.74,1,236.84,0,"L"
2023,9,0,11,200.7,9,200.44,1,"W"
2023,9,0,12,195.26,7,209.88,0,"L"
2023,9,0,13,198.62,3,149.38,1,"W"
2023,9,0,14,209.38,8,129.72,1,"W"
2023,10,0,1,228.76,7,171.54,1,"W"
2023,10,0,2,213.56,9,167.24,1,"W"
2023,10,0,3,149.96,10,178.4,0,"L"
2023,10,0,4,150.84,14,258.28,0,"L"
2023,10,0,5,193.82,12,170.72,1,"W"
2023,10,0,6,233.84,11,145.56,1,"W"
2023,10,0,7,171.54,1,228.76,0,"L"
2023,10,0,8,173.58,13,240.98,0,"L"
2023,10,0,9,167.24,2,213.56,0,"L"
2023,10,0,10,178.4,3,149.96,1,"W"
2023,10,0,11,145.56,6,233.84,0,"L"
2023,10,0,12,170.72,5,193.82,0,"L"
2023,10,0,13,240.98,8,173.58,1,"W"
2023,10,0,14,258.28,4,150.84,1,"W"
2023,11,0,1,219.34,12,145.5,1,"W"
2023,11,0,2,239.66,4,152.64,1,"W"
2023,11,0,3,141.62,7,180.3,0,"L"
2023,11,0,4,152.64,2,239.66,0,"L"
2023,11,0,5,202.22,10,125.22,1,"W"
2023,11,0,6,218.3,8,203.34,1,"W"
2023,11,0,7,180.3,3,141.62,1,"W"
2023,11,0,8,203.34,6,218.3,0,"L"
2023,11,0,9,146.28,14,138.5,1,"W"
2023,11,0,10,125.22,5,202.22,0,"L"
2023,11,0,11,157.2,13,182.64,0,"L"
2023,11,0,12,145.5,1,219.34,0,"L"
2023,11,0,13,182.64,11,157.2,1,"W"
2023,11,0,14,138.5,9,146.28,0,"L"
2023,12,0,1,230.94,4,199.94,1,"W"
2023,12,0,2,254.5,13,225.38,1,"W"
2023,12,0,3,209.76,11,225.16,0,"L"
2023,12,0,4,199.94,1,230.94,0,"L"
2023,12,0,5,167.7,6,179.52,0,"L"
2023,12,0,6,179.52,5,167.7,1,"W"
2023,12,0,7,209.7,14,225.74,0,"L"
2023,12,0,8,165.66,9,198.74,0,"L"
2023,12,0,9,198.74,8,165.66,1,"W"
2023,12,0,10,154.88,12,177.3,0,"L"
2023,12,0,11,225.16,3,209.76,1,"W"
2023,12,0,12,177.3,10,154.88,1,"W"
2023,12,0,13,225.38,2,254.5,0,"L"
2023,12,0,14,225.74,7,209.7,1,"W"
2023,13,0,1,222.14,14,207.32,1,"W"
2023,13,0,2,203.86,11,154.02,1,"W"
2023,13,0,3,163.46,5,193.56,0,"L"
2023,13,0,4,171.64,8,212.22,0,"L"
2023,13,0,5,193.56,3,163.46,1,"W"
2023,13,0,6,213.28,9,166.3,1,"W"
2023,13,0,7,131.5,10,162.22,0,"L"
2023,13,0,8,212.22,4,171.64,1,"W"
2023,13,0,9,166.3,6,213.28,0,"L"
2023,13,0,10,162.22,7,131.5,1,"W"
2023,13,0,11,154.02,2,203.86,0,"L"
2023,13,0,12,102.3,13,154.52,0,"L"
2023,13,0,13,154.52,12,102.3,1,"W"
2023,13,0,14,207.32,1,222.14,0,"L"
2023,14,0,1,197.28,9,213.2,0,"L"
2023,14,0,2,186.66,8,196,0,"L"
2023,14,0,3,128,4,217.18,0,"L"
2023,14,0,4,217.18,3,128,1,"W"
2023,14,0,5,192.9,13,213.38,0,"L"
2023,14,0,6,188.6,7,112.04,1,"W"
2023,14,0,7,112.04,6,188.6,0,"L"
2023,14,0,8,196,2,186.66,1,"W"
2023,14,0,9,213.2,1,197.28,1,"W"
2023,14,0,10,124.68,11,165.4,0,"L"
2023,14,0,11,165.4,10,124.68,1,"W"
2023,14,0,12,149.1,14,194.66,0,"L"
2023,14,0,13,213.38,5,192.9,1,"W"
2023,14,0,14,194.66,12,149.1,1,"W"
2023,15,1,2,199.66,6,197.84,1,"W"
2023,15,1,4,182.54,7,195.84,0,"L"
2023,15,1,5,225.46,13,181.68,1,"W"
2023,15,1,6,197.84,2,199.66,0,"L"
2023,15,1,7,195.84,4,182.54,1,"W"
2023,15,1,13,181.68,5,225.46,0,"L"
2023,15,-2,8,172.5,10,114.14,1,"W"
2023,15,-2,9,187.86,12,178.04,1,"W"
2023,15,-2,10,114.14,8,172.5,0,"L"
2023,15,-2,12,178.04,9,187.86,0,"L"
2023,16,1,1,293.2,7,188.88,1,"W"
2023,16,1,2,236.12,5,205.72,1,"W"
2023,16,1,5,205.72,2,236.12,0,"L"
2023,16,1,7,188.88,1,293.2,0,"L"
2023,16,-1,6,132.74,13,196.98,0,"L"
2023,16,-1,13,196.98,6,132.74,1,"W"
2023,16,-2,8,226.94,11,205.42,1,"W"
2023,16,-2,9,136.4,14,239.02,0,"L"
2023,16,-2,10,141.3,12,177.58,0,"L"
2023,16,-2,11,205.42,8,226.94,0,"L"
2023,16,-2,12,177.58,10,141.3,1,"W"
2023,16,-2,14,239.02,9,136.4,1,"W"
2023,17,1,1,251.28,2,265.06,0,"L"
2023,17,1,2,265.06,1,251.28,1,"W"
2023,17,-1,4,222.28,13,148.14,1,"W"
2023,17,-1,5,220.9,7,200.34,1,"W"
2023,17,-1,7,200.34,5,220.9,0,"L"
2023,17,-1,13,148.14,4,222.28,0,"L"
2023,17,-2,8,153.76,14,188.98,0,"L"
2023,17,-2,9,141.5,11,213.14,0,"L"
2023,17,-2,11,213.14,9,141.5,1,"W"
2023,17,-2,14,188.98,8,153.76,1,"W"
2024,1,0,1,198.42,2,193.36,1,"W"
2024,1,0,2,193.36,1,198.42,0,"L"
2024,1,0,3,239.18,10,165.38,1,"W"
2024,1,0,4,138.04,7,174.66,0,"L"
2024,1,0,5,215.38,14,163.96,1,"W"
2024,1,0,6,120.22,13,204.3,0,"L"
2024,1,0,7,174.66,4,138.04,1,"W"
2024,1,0,8,225.14,9,124.44,1,"W"
2024,1,0,9,124.44,8,225.14,0,"L"
2024,1,0,10,165.38,3,239.18,0,"L"
2024,1,0,11,163.5,12,220.12,0,"L"
2024,1,0,12,220.12,11,163.5,1,"W"
2024,1,0,13,204.3,6,120.22,1,"W"
2024,1,0,14,163.96,5,215.38,0,"L"
2024,2,0,1,221.3,3,232.82,0,"L"
2024,2,0,2,301.38,6,154.3,1,"W"
2024,2,0,3,232.82,1,221.3,1,"W"
2024,2,0,4,167.78,13,154.8,1,"W"
2024,2,0,5,272.62,7,172.62,1,"W"
2024,2,0,6,154.3,2,301.38,0,"L"
2024,2,0,7,172.62,5,272.62,0,"L"
2024,2,0,8,203.48,12,162.38,1,"W"
2024,2,0,9,153.28,10,215.5,0,"L"
2024,2,0,10,215.5,9,153.28,1,"W"
2024,2,0,11,176.18,14,176.62,0,"L"
2024,2,0,12,162.38,8,203.48,0,"L"
2024,2,0,13,154.8,4,167.78,0,"L"
2024,2,0,14,176.62,11,176.18,1,"W"
2024,3,0,1,156.58,11,229.66,0,"L"
2024,3,0,2,193.52,9,109.36,1,"W"
2024,3,0,3,162.06,13,182.38,0,"L"
2024,3,0,4,178.6,14,183.04,0,"L"
2024,3,0,5,199.46,12,231.9,0,"L"
2024,3,0,6,175.82,10,229.5,0,"L"
2024,3,0,7,175.66,8,231.34,0,"L"
2024,3,0,8,231.34,7,175.66,1,"W"
2024,3,0,9,109.36,2,193.52,0,"L"
2024,3,0,10,229.5,6,175.82,1,"W"
2024,3,0,11,229.66,1,156.58,1,"W"
2024,3,0,12,231.9,5,199.46,1,"W"
2024,3,0,13,182.38,3,162.06,1,"W"
2024,3,0,14,183.04,4,178.6,1,"W"
2024,4,0,1,180.56,6,149.12,1,"W"
2024,4,0,2,227.54,13,224.86,1,"W"
2024,4,0,3,211.88,8,189.32,1,"W"
2024,4,0,4,182.48,5,177.82,1,"W"
2024,4,0,5,177.82,4,182.48,0,"L"
2024,4,0,6,149.12,1,180.56,0,"L"
2024,4,0,7,192.32,14,147.04,1,"W"
2024,4,0,8,189.32,3,211.88,0,"L"
2024,4,0,9,119.16,12,196.56,0,"L"
2024,4,0,10,222.14,11,164.62,1,"W"
2024,4,0,11,164.62,10,222.14,0,"L"
2024,4,0,12,196.56,9,119.16,1,"W"
2024,4,0,13,224.86,2,227.54,0,"L"
2024,4,0,14,147.04,7,192.32,0,"L"
2024,5,0,1,203.84,9,175.56,1,"W"
2024,5,0,2,249.4,11,235.34,1,"W"
2024,5,0,3,167.36,5,242.24,0,"L"
2024,5,0,4,193.24,8,235.88,0,"L"
2024,5,0,5,242.24,3,167.36,1,"W"
2024,5,0,6,146.72,12,180.72,0,"L"
2024,5,0,7,195.42,10,213.54,0,"L"
2024,5,0,8,235.88,4,193.24,1,"W"
2024,5,0,9,175.56,1,203.84,0,"L"
2024,5,0,10,213.54,7,195.42,1,"W"
2024,5,0,11,235.34,2,249.4,0,"L"
2024,5,0,12,180.72,6,146.72,1,"W"
2024,5,0,13,160,14,215.38,0,"L"
2024,5,0,14,215.38,13,160,1,"W"
2024,6,0,1,246.26,14,205.62,1,"W"
2024,6,0,2,225.76,10,181.98,1,"W"
2024,6,0,3,127.3,7,174.9,0,"L"
2024,6,0,4,160.32,12,206.18,0,"L"
2024,6,0,5,125.4,8,221.62,0,"L"
2024,6,0,6,192.26,11,184.1,1,"W"
2024,6,0,7,174.9,3,127.3,1,"W"
2024,6,0,8,221.62,5,125.4,1,"W"
2024,6,0,9,190.14,13,174.86,1,"W"
2024,6,0,10,181.98,2,225.76,0,"L"
2024,6,0,11,184.1,6,192.26,0,"L"
2024,6,0,12,206.18,4,160.32,1,"W"
2024,6,0,13,174.86,9,190.14,0,"L"
2024,6,0,14,205.62,1,246.26,0,"L"
2024,7,0,1,187.9,7,199.7,0,"L"
2024,7,0,2,181.56,4,188.34,0,"L"
2024,7,0,3,187.86,9,141.1,1,"W"
2024,7,0,4,188.34,2,181.56,1,"W"
2024,7,0,5,170.78,6,177.02,0,"L"
2024,7,0,6,177.02,5,170.78,1,"W"
2024,7,0,7,199.7,1,187.9,1,"W"
2024,7,0,8,204.2,11,213.88,0,"L"
2024,7,0,9,141.1,3,187.86,0,"L"
2024,7,0,10,185.44,13,129.46,1,"W"
2024,7,0,11,213.88,8,204.2,1,"W"
2024,7,0,12,184.66,14,143.9,1,"W"
2024,7,0,13,129.46,10,185.44,0,"L"
2024,7,0,14,143.9,12,184.66,0,"L"
2024,8,0,1,221.28,12,278.7,0,"L"
2024,8,0,2,264.24,3,179.6,1,"W"
2024,8,0,3,179.6,2,264.24,0,"L"
2024,8,0,4,192.22,6,181.32,1,"W"
2024,8,0,5,206.7,11,209.26,0,"L"
2024,8,0,6,181.32,4,192.22,0,"L"
2024,8,0,7,192.64,13,141.66,1,"W"
2024,8,0,8,206.06,10,250.24,0,"L"
2024,8,0,9,152.14,14,176.6,0,"L"
2024,8,0,10,250.24,8,206.06,1,"W"
2024,8,0,11,209.26,5,206.7,1,"W"
2024,8,0,12,278.7,1,221.28,1,"W"
2024,8,0,13,141.66,7,192.64,0,"L"
2024,8,0,14,176.6,9,152.14,1,"W"
2024,9,0,1,183.32,13,119.02,1,"W"
2024,9,0,2,241.08,8,329.9,0,"L"
2024,9,0,3,188.1,12,238.76,0,"L"
2024,9,0,4,181.74,11,203,0,"L"
2024,9,0,5,165.72,10,225.14,0,"L"
2024,9,0,6,175,14,197.56,0,"L"
2024,9,0,7,205.64,9,126.88,1,"W"
2024,9,0,8,329.9,2,241.08,1,"W"
2024,9,0,9,126.88,7,205.64,0,"L"
2024,9,0,10,225.14,5,165.72,1,"W"
2024,9,0,11,203,4,181.74,1,"W"
2024,9,0,12,238.76,3,188.1,1,"W"
2024,9,0,13,119.02,1,183.32,0,"L"
2024,9,0,14,197.56,6,175,1,"W"
2024,10,0,1,208.54,10,182,1,"W"
2024,10,0,2,195.56,12,140.38,1,"W"
2024,10,0,3,121.48,4,169.26,0,"L"
2024,10,0,4,169.26,3,121.48,1,"W"
2024,10,0,5,171.74,9,136.3,1,"W"
2024,10,0,6,180.76,7,204.34,0,"L"
2024,10,0,7,204.34,6,180.76,1,"W"
2024,10,0,8,221.1,14,188.8,1,"W"
2024,10,0,9,136.3,5,171.74,0,"L"
2024,10,0,10,182,1,208.54,0,"L"
2024,10,0,11,184.78,13,91.3,1,"W"
2024,10,0,12,140.38,2,195.56,0,"L"
2024,10,0,13,91.3,11,184.78,0,"L"
2024,10,0,14,188.8,8,221.1,0,"L"
2024,11,0,1,202.76,8,263.32,0,"L"
2024,11,0,2,284.7,5,145.32,1,"W"
2024,11,0,3,161.16,6,184.12,0,"L"
2024,11,0,4,228.1,9,140.02,1,"W"
2024,11,0,5,145.32,2,284.7,0,"L"
2024,11,0,6,184.12,3,161.16,1,"W"
2024,11,0,7,214.82,11,136.42,1,"W"
2024,11,0,8,263.32,1,202.76,1,"W"
2024,11,0,9,140.02,4,228.1,0,"L"
2024,11,0,10,220.92,14,138.1,1,"W"
2024,11,0,11,136.42,7,214.82,0,"L"
2024,11,0,12,149.9,13,123.04,1,"W"
2024,11,0,13,123.04,12,149.9,0,"L"
2024,11,0,14,138.1,10,220.92,0,"L"
2024,12,0,1,200.9,5,185.72,1,"W"
2024,12,0,2,211.22,14,155.4,1,"W"
2024,12,0,3,182.86,11,146.76,1,"W"
2024,12,0,4,204.38,10,178.58,1,"W"
2024,12,0,5,185.72,1,200.9,0,"L"
2024,12,0,6,133.8,9,131.76,1,"W"
2024,12,0,7,229.24,12,215.86,1,"W"
2024,12,0,8,253.48,13,165.22,1,"W"
2024,12,0,9,131.76,6,133.8,0,"L"
2024,12,0,10,178.58,4,204.38,0,"L"
2024,12,0,11,146.76,3,182.86,0,"L"
2024,12,0,12,215.86,7,229.24,0,"L"
2024,12,0,13,165.22,8,253.48,0,"L"
2024,12,0,14,155.4,2,211.22,0,"L"
2024,13,0,1,213.26,6,151.9,1,"W"
2024,13,0,2,233.52,13,221.72,1,"W"
2024,13,0,3,212.9,8,234.02,0,"L"
2024,13,0,4,236.72,5,178.38,1,"W"
2024,13,0,5,178.38,4,236.72,0,"L"
2024,13,0,6,151.9,1,213.26,0,"L"
2024,13,0,7,205.82,14,125,1,"W"
2024,13,0,8,234.02,3,212.9,1,"W"
2024,13,0,9,128.34,12,238.12,0,"L"
2024,13,0,10,232.2,11,223.34,1,"W"
2024,13,0,11,223.34,10,232.2,0,"L"
2024,13,0,12,238.12,9,128.34,1,"W"
2024,13,0,13,221.72,2,233.52,0,"L"
2024,13,0,14,125,7,205.82,0,"L"
2024,14,0,1,209.88,4,131,1,"W"
2024,14,0,2,286.86,7,154.26,1,"W"
2024,14,0,3,159.58,14,122.3,1,"W"
2024,14,0,4,131,1,209.88,0,"L"
2024,14,0,5,237.88,13,153.46,1,"W"
2024,14,0,6,177.46,8,197.06,0,"L"
2024,14,0,7,154.26,2,286.86,0,"L"
2024,14,0,8,197.06,6,177.46,1,"W"
2024,14,0,9,179.56,11,234.6,0,"L"
2024,14,0,10,193.22,12,186,1,"W"
2024,14,0,11,234.6,9,179.56,1,"W"
2024,14,0,12,186,10,193.22,0,"L"
2024,14,0,13,153.46,5,237.88,0,"L"
2024,14,0,14,122.3,3,159.58,0,"L"
2024,15,1,1,274.44,4,176.6,1,"W"
2024,15,1,2,176.26,12,185.88,0,"L"
2024,15,1,4,176.6,1,274.44,0,"L"
2024,15,1,7,234.46,10,245.76,0,"L"
2024,15,1,10,245.76,7,234.46,1,"W"
2024,15,1,12,185.88,2,176.26,1,"W"
2024,15,-2,3,226.86,9,137.6,1,"W"
2024,15,-2,5,165.74,13,93.68,1,"W"
2024,15,-2,6,171.14,14,107.4,1,"W"
2024,15,-2,9,137.6,3,226.86,0,"L"
2024,15,-2,13,93.68,5,165.74,0,"L"
2024,15,-2,14,107.4,6,171.14,0,"L"
2024,16,1,1,256.02,12,235.9,1,"W"
2024,16,1,8,233.72,10,199,1,"W"
2024,16,1,10,199,8,233.72,0,"L"
2024,16,1,12,235.9,1,256.02,0,"L"
2024,16,-1,2,249.38,4,168.44,1,"W"
2024,16,-1,4,168.44,2,249.38,0,"L"
2024,16,-2,3,170.66,5,180.9,0,"L"
2024,16,-2,5,180.9,3,170.66,1,"W"
2024,16,-2,6,184.76,11,180.2,1,"W"
2024,16,-2,9,156.34,13,139.36,1,"W"
2024,16,-2,11,180.2,6,184.76,0,"L"
2024,16,-2,13,139.36,9,156.34,0,"L"
2024,17,1,1,251.04,8,228.48,1,"W"
2024,17,1,8,228.48,1,251.04,0,"L"
2024,17,-1,2,244.2,7,236.32,1,"W"
2024,17,-1,7,236.32,2,244.2,0,"L"
2024,17,-1,10,208.58,12,167.16,1,"W"
2024,17,-1,12,167.16,10,208.58,0,"L"
2024,17,-2,3,206.04,11,179.88,1,"W"
2024,17,-2,5,175.3,6,151.46,1,"W"
2024,17,-2,6,151.46,5,175.3,0,"L"
2024,17,-2,9,105.82,14,160.6,0,"L"
2024,17,-2,11,179.88,3,206.04,0,"L"
2024,17,-2,14,160.6,9,105.82,1,"W"
2025,1,0,1,144.02,8,124.82,1,"W"
2025,1,0,2,175.38,4,189.2,0,"L"
2025,1,0,3,153.68,10,136.74,1,"W"
2025,1,0,4,189.2,2,175.38,1,"W"
2025,1,0,5,141.16,13,120.34,1,"W"
2025,1,0,6,125.6,9,112.94,1,"W"
2025,1,0,7,163.06,11,201.44,0,"L"
2025,1,0,8,124.82,1,144.02,0,"L"
2025,1,0,9,112.94,6,125.6,0,"L"
2025,1,0,10,136.74,3,153.68,0,"L"
2025,1,0,11,201.44,7,163.06,1,"W"
2025,1,0,12,180.72,14,179.4,1,"W"
2025,1,0,13,120.34,5,141.16,0,"L"
2025,1,0,14,179.4,12,180.72,0,"L"
2025,2,0,1,218.44,2,162.62,1,"W"
2025,2,0,2,162.62,1,218.44,0,"L"
2025,2,0,3,149.46,14,125.78,1,"W"
2025,2,0,4,190.58,7,203.18,0,"L"
2025,2,0,5,137.1,6,154.86,0,"L"
2025,2,0,6,154.86,5,137.1,1,"W"
2025,2,0,7,203.18,4,190.58,1,"W"
2025,2,0,8,118.4,10,163.36,0,"L"
2025,2,0,9,98.46,11,183.46,0,"L"
2025,2,0,10,163.36,8,118.4,1,"W"
2025,2,0,11,183.46,9,98.46,1,"W"
2025,2,0,12,133.4,13,180.08,0,"L"
2025,2,0,13,180.08,12,133.4,1,"W"
2025,2,0,14,125.78,3,149.46,0,"L"
2025,3,0,1,125.18,3,162.78,0,"L"
2025,3,0,2,210.7,6,183.04,1,"W"
2025,3,0,3,162.78,1,125.18,1,"W"
2025,3,0,4,167.82,8,110.28,1,"W"
2025,3,0,5,127.22,14,143.56,0,"L"
2025,3,0,6,183.04,2,210.7,0,"L"
2025,3,0,7,155.94,9,148.02,1,"W"
2025,3,0,8,110.28,4,167.82,0,"L"
2025,3,0,9,148.02,7,155.94,0,"L"
2025,3,0,10,170.76,13,111.42,1,"W"
2025,3,0,11,184.46,12,174.12,1,"W"
2025,3,0,12,174.12,11,184.46,0,"L"
2025,3,0,13,111.42,10,170.76,0,"L"
2025,3,0,14,143.56,5,127.22,1,"W"
2025,4,0,1,126.14,7,162.46,0,"L"
2025,4,0,2,171.6,3,152.56,1,"W"
2025,4,0,3,152.56,2,171.6,0,"L"
2025,4,0,4,228.36,6,230.62,0,"L"
2025,4,0,5,134.42,9,99.12,1,"W"
2025,4,0,6,230.62,4,228.36,1,"W"
2025,4,0,7,162.46,1,126.14,1,"W"
2025,4,0,8,124.66,12,155.88,0,"L"
2025,4,0,9,99.12,5,134.42,0,"L"
2025,4,0,10,187.34,11,181.36,1,"W"
2025,4,0,11,181.36,10,187.34,0,"L"
2025,4,0,12,155.88,8,124.66,1,"W"
2025,4,0,13,139.22,14,141.04,0,"L"
2025,4,0,14,141.04,13,139.22,1,"W"
2025,5,0,1,151.38,12,173.98,0,"L"
2025,5,0,2,252.12,13,138.4,1,"W"
2025,5,0,3,193.66,6,112.64,1,"W"
2025,5,0,4,192.44,10,142.44,1,"W"
2025,5,0,5,210.9,7,96.1,1,"W"
2025,5,0,6,112.64,3,193.66,0,"L"
2025,5,0,7,96.1,5,210.9,0,"L"
2025,5,0,8,159.5,11,109.82,1,"W"
2025,5,0,9,134.66,14,142.86,0,"L"
2025,5,0,10,142.44,4,192.44,0,"L"
2025,5,0,11,109.82,8,159.5,0,"L"
2025,5,0,12,173.98,1,151.38,1,"W"
2025,5,0,13,138.4,2,252.12,0,"L"
2025,5,0,14,142.86,9,134.66,1,"W"
2025,6,0,1,171.08,14,162.32,1,"W"
2025,6,0,2,214.96,11,235.62,0,"L"
2025,6,0,3,184.32,12,137.26,1,"W"
2025,6,0,4,262.74,9,181.28,1,"W"
2025,6,0,5,154.56,10,207.1,0,"L"
2025,6,0,6,145.42,8,133.16,1,"W"
2025,6,0,7,179.58,13,171.46,1,"W"
2025,6,0,8,133.16,6,145.42,0,"L"
2025,6,0,9,181.28,4,262.74,0,"L"
2025,6,0,10,207.1,5,154.56,1,"W"
2025,6,0,11,235.62,2,214.96,1,"W"
2025,6,0,12,137.26,3,184.32,0,"L"
2025,6,0,13,171.46,7,179.58,0,"L"
2025,6,0,14,162.32,1,171.08,0,"L"
2025,7,0,1,230.04,6,173.6,1,"W"
2025,7,0,2,183.92,14,168.68,1,"W"
2025,7,0,3,146.14,13,186.46,0,"L"
2025,7,0,4,229.82,11,225.44,1,"W"
2025,7,0,5,246.42,12,163.26,1,"W"
2025,7,0,6,173.6,1,230.04,0,"L"
2025,7,0,7,227.84,10,200.84,1,"W"
2025,7,0,8,185.98,9,166.44,1,"W"
2025,7,0,9,166.44,8,185.98,0,"L"
2025,7,0,10,200.84,7,227.84,0,"L"
2025,7,0,11,225.44,4,229.82,0,"L"
2025,7,0,12,163.26,5,246.42,0,"L"
2025,7,0,13,186.46,3,146.14,1,"W"
2025,7,0,14,168.68,2,183.92,0,"L"
2025,8,0,1,201.6,13,138.94,1,"W"
2025,8,0,2,156.46,7,208.38,0,"L"
2025,8,0,3,111.62,11,219.18,0,"L"
2025,8,0,4,168.08,12,213.2,0,"L"
2025,8,0,5,170.08,8,234.42,0,"L"
2025,8,0,6,143.76,14,187.3,0,"L"
2025,8,0,7,208.38,2,156.46,1,"W"
2025,8,0,8,234.42,5,170.08,1,"W"
2025,8,0,9,148.36,10,183.18,0,"L"
2025,8,0,10,183.18,9,148.36,1,"W"
2025,8,0,11,219.18,3,111.62,1,"W"
2025,8,0,12,213.2,4,168.08,1,"W"
2025,8,0,13,138.94,1,201.6,0,"L"
2025,8,0,14,187.3,6,143.76,1,"W"
2025,9,0,1,192.36,5,198.24,0,"L"
2025,9,0,2,224.8,8,186.64,1,"W"
2025,9,0,3,172.5,4,203.54,0,"L"
2025,9,0,4,203.54,3,172.5,1,"W"
2025,9,0,5,198.24,1,192.36,1,"W"
2025,9,0,6,127.02,10,201.76,0,"L"
2025,9,0,7,193.96,14,184.08,1,"W"
2025,9,0,8,186.64,2,224.8,0,"L"
2025,9,0,9,189.76,12,176.32,1,"W"
2025,9,0,10,201.76,6,127.02,1,"W"
2025,9,0,11,167.42,13,125.42,1,"W"
2025,9,0,12,176.32,9,189.76,0,"L"
2025,9,0,13,125.42,11,167.42,0,"L"
2025,9,0,14,184.08,7,193.96,0,"L"
2025,10,0,1,172.6,11,191.96,0,"L"
2025,10,0,2,264.48,12,114.22,1,"W"
2025,10,0,3,167.34,8,194.18,0,"L"
2025,10,0,4,200.76,5,185.5,1,"W"
2025,10,0,5,185.5,4,200.76,0,"L"
2025,10,0,6,120.46,7,187.9,0,"L"
2025,10,0,7,187.9,6,120.46,1,"W"
2025,10,0,8,194.18,3,167.34,1,"W"
2025,10,0,9,162.26,13,184.74,0,"L"
2025,10,0,10,228.8,14,140.9,1,"W"
2025,10,0,11,191.96,1,172.6,1,"W"
2025,10,0,12,114.22,2,264.48,0,"L"
2025,10,0,13,184.74,9,162.26,1,"W"
2025,10,0,14,140.9,10,228.8,0,"L"
2025,11,0,1,188.34,9,142.76,1,"W"
2025,11,0,2,224.32,10,147.7,1,"W"
2025,11,0,3,173.5,7,158.52,1,"W"
2025,11,0,4,252.78,13,148.66,1,"W"
2025,11,0,5,160.48,11,177.68,0,"L"
2025,11,0,6,133.76,12,241.98,0,"L"
2025,11,0,7,158.52,3,173.5,0,"L"
2025,11,0,8,186.76,14,176.12,1,"W"
2025,11,0,9,142.76,1,188.34,0,"L"
2025,11,0,10,147.7,2,224.32,0,"L"
2025,11,0,11,177.68,5,160.48,1,"W"
2025,11,0,12,241.98,6,133.76,1,"W"
2025,11,0,13,148.66,4,252.78,0,"L"
2025,11,0,14,176.12,8,186.76,0,"L"
2025,12,0,1,184.46,8,161.94,1,"W"
2025,12,0,2,194.9,4,198.8,0,"L"
2025,12,0,3,176.62,10,196.02,0,"L"
2025,12,0,4,198.8,2,194.9,1,"W"
2025,12,0,5,258.4,13,131.24,1,"W"
2025,12,0,6,113.4,9,166.5,0,"L"
2025,12,0,7,130.86,11,187.18,0,"L"
2025,12,0,8,161.94,1,184.46,0,"L"
2025,12,0,9,166.5,6,113.4,1,"W"
2025,12,0,10,196.02,3,176.62,1,"W"
2025,12,0,11,187.18,7,130.86,1,"W"
2025,12,0,12,195.96,14,216.1,0,"L"
2025,12,0,13,131.24,5,258.4,0,"L"
2025,12,0,14,216.1,12,195.96,1,"W"
2025,13,0,1,235.08,10,197.46,1,"W"
2025,13,0,2,178.96,9,180.88,0,"L"
2025,13,0,3,209.3,5,184.2,1,"W"
2025,13,0,4,237.44,14,142.94,1,"W"
2025,13,0,5,184.2,3,209.3,0,"L"
2025,13,0,6,151.84,11,164.32,0,"L"
2025,13,0,7,161.56,12,187.48,0,"L"
2025,13,0,8,164.7,13,196.14,0,"L"
2025,13,0,9,180.88,2,178.96,1,"W"
2025,13,0,10,197.46,1,235.08,0,"L"
2025,13,0,11,164.32,6,151.84,1,"W"
2025,13,0,12,187.48,7,161.56,1,"W"
2025,13,0,13,196.14,8,164.7,1,"W"
2025,13,0,14,142.94,4,237.44,0,"L"
2025,14,0,1,164.62,4,168.18,0,"L"
2025,14,0,2,224.6,5,217.8,1,"W"
2025,14,0,3,204.82,9,140.96,1,"W"
