"week","franchise_id","franchise_score","opponent_id","opponent_score","result","season"
"14","13","213.38","5","192.9","W","2023"
"14","14","194.66","12","149.1","W","2023"
"15","2","199.66","6","197.84","W","2023"
"15","4","182.54","7","195.84","L","2023"
"15","5","225.46","13","181.68","W","2023"
"15","6","197.84","2","199.66","L","2023"
"15","7","195.84","4","182.54","W","2023"
"15","8","172.5","10","114.14","W","2023"
"15","9","187.86","12","178.04","W","2023"
"15","10","114.14","8","172.5","L","2023"
"15","12","178.04","9","187.86","L","2023"
"15","13","181.68","5","225.46","L","2023"
"16","1","293.2","7","188.88","W","2023"
"16","2","236.12","5","205.72","W","2023"
"16","5","205.72","2","236.12","L","2023"
"16","6","132.74","13","196.98","L","2023"
"16","7","188.88","1","293.2","L","2023"
"16","8","226.94","11","205.42","W","2023"
"16","9","136.4","14","239.02","L","2023"
"16","10","141.3","12","177.58","L","2023"
"16","11","205.42","8","226.94","L","2023"
"16","12","177.58","10","141.3","W","2023"
"16","13","196.98","6","132.74","W","2023"
"16","14","239.02","9","136.4","W","2023"
"17","1","251.28","2","265.06","L","2023"
"17","2","265.06","1","251.28","W","2023"
"17","4","222.28","13","148.14","W","2023"
"17","5","220.9","7","200.34","W","2023"
"17","7","200.34","5","220.9","L","2023"
"17","8","153.76","14","188.98","L","2023"
"17","9","141.5","11","213.14","L","2023"
"17","11","213.14","9","141.5","W","2023"
"17","13","148.14","4","222.28","L","2023"
"17","14","188.98","8","153.76","W","2023"
"1","1","198.42","2","193.36","W","2024"
"1","2","193.36","1","198.42","L","2024"
"1","3","239.18","10","165.38","W","2024"
"1","4","138.04","7","174.66","L","2024"
"1","5","215.38","14","163.96","W","2024"
"1","6","120.22","13","204.3","L","2024"
"1","7","174.66","4","138.04","W","2024"
"1","8","225.14","9","124.44","W","2024"
"1","9","124.44","8","225.14","L","2024"
"1","10","165.38","3","239.18","L","2024"
"1","11","163.5","12","220.12","L","2024"
"1","12","220.12","11","163.5","W","2024"
"1","13","204.3","6","120.22","W","2024"
"1","14","163.96","5","215.38","L","2024"
"2","1","221.3","3","232.82","L","2024"
"2","2","301.38","6","154.3","W","2024"
"2","3","232.82","1","221.3","W","2024"
"2","4","167.78","13","154.8","W","2024"
"2","5","272.62","7","172.62","W","2024"
"2","6","154.3","2","301.38","L","2024"
"2","7","172.62","5","272.62","L","2024"
"2","8","203.48","12","162.38","W","2024"
"2","9","153.28","10","215.5","L","2024"
"2","10","215.5","9","153.28","W","2024"
"2","11","176.18","14","176.62","L","2024"
"2","12","162.38","8","203.48","L","2024"
"2","13","154.8","4","167.78","L","2024"
"2","14","176.62","11","176.18","W","2024"
"3","1","156.58","11","229.66","L","2024"
"3","2","193.52","9","109.36","W","2024"
"3","3","162.06","13","182.38","L","2024"
"3","4","178.6","14","183.04","L","2024"
"3","5","199.46","12","231.9","L","2024"
"3","6","175.82","10","229.5","L","2024"
"3","7","175.66","8","231.34","L","2024"
"3","8","231.34","7","175.66","W","2024"
"3","9","109.36","2","193.52","L","2024"
"3","10","229.5","6","175.82","W","2024"
"3","11","229.66","1","156.58","W","2024"
"3","12","231.9","5","199.46","W","2024"
"3","13","182.38","3","162.06","W","2024"
"3","14","183.04","4","178.6","W","2024"
"4","1","180.56","6","149.12","W","2024"
"4","2","227.54","13","224.86","W","2024"
"4","3","211.88","8","189.32","W","2024"
"4","4","182.48","5","177.82","W","2024"
"4","5","177.82","4","182.48","L","2024"
"4","6","149.12","1","180.56","L","2024"
"4","7","192.32","14","147.04","W","2024"
"4","8","189.32","3","211.88","L","2024"
"4","9","119.16","12","196.56","L","2024"
"4","10","222.14","11","164.62","W","2024"
"4","11","164.62","10","222.14","L","2024"
"4","12","196.56","9","119.16","W","2024"
"4","13","224.86","2","227.54","L","2024"
"4","14","147.04","7","192.32","L","2024"
"5","1","203.84","9","175.56","W","2024"
"5","2","249.4","11","235.34","W","2024"
"5","3","167.36","5","242.24","L","2024"
"5","4","193.24","8","235.88","L","2024"
"5","5","242.24","3","167.36","W","2024"
"5","6","146.72","12","180.72","L","2024"
"5","7","195.42","10","213.54","L","2024"
"5","8","235.88","4","193.24","W","2024"
"5","9","175.56","1","203.84","L","2024"
"5","10","213.54","7","195.42","W","2024"
"5","11","235.34","2","249.4","L","2024"
"5","12","180.72","6","146.72","W","2024"
"5","13","160","14","215.38","L","2024"
"5","14","215.38","13","160","W","2024"
"6","1","246.26","14","205.62","W","2024"
"6","2","225.76","10","181.98","W","2024"
"6","3","127.3","7","174.9","L","2024"
"6","4","160.32","12","206.18","L","2024"
"6","5","125.4","8","221.62","L","2024"
"6","6","192.26","11","184.1","W","2024"
"6","7","174.9","3","127.3","W","2024"
"6","8","221.62","5","125.4","W","2024"
"6","9","190.14","13","174.86","W","2024"
"6","10","181.98","2","225.76","L","2024"
"6","11","184.1","6","192.26","L","2024"
"6","12","206.18","4","160.32","W","2024"
"6","13","174.86","9","190.14","L","2024"
"6","14","205.62","1","246.26","L","2024"
"7","1","187.9","7","199.7","L","2024"
"7","2","181.56","4","188.34","L","2024"
"7","3","187.86","9","141.1","W","2024"
"7","4","188.34","2","181.56","W","2024"
"7","5","170.78","6","177.02","L","2024"
"7","6","177.02","5","170.78","W","2024"
"7","7","199.7","1","187.9","W","2024"
"7","8","204.2","11","213.88","L","2024"
"7","9","141.1","3","187.86","L","2024"
"7","10","185.44","13","129.46","W","2024"
"7","11","213.88","8","204.2","W","2024"
"7","12","184.66","14","143.9","W","2024"
"7","13","129.46","10","185.44","L","2024"
"7","14","143.9","12","184.66","L","2024"
"8","1","221.28","12","278.7","L","2024"
"8","2","264.24","3","179.6","W","2024"
"8","3","179.6","2","264.24","L","2024"
"8","4","192.22","6","181.32","W","2024"
"8","5","206.7","11","209.26","L","2024"
"8","6","181.32","4","192.22","L","2024"
"8","7","192.64","13","141.66","W","2024"
"8","8","206.06","10","250.24","L","2024"
"8","9","152.14","14","176.6","L","2024"
"8","10","250.24","8","206.06","W","2024"
"8","11","209.26","5","206.7","W","2024"
"8","12","278.7","1","221.28","W","2024"
"8","13","141.66","7","192.64","L","2024"
"8","14","176.6","9","152.14","W","2024"
"9","1","183.32","13","119.02","W","2024"
"9","2","241.08","8","329.9","L","2024"
"9","3","188.1","12","238.76","L","2024"
"9","4","181.74","11","203","L","2024"
"9","5","165.72","10","225.14","L","2024"
"9","6","175","14","197.56","L","2024"
"9","7","205.64","9","126.88","W","2024"
"9","8","329.9","2","241.08","W","2024"
"9","9","126.88","7","205.64","L","2024"
"9","10","225.14","5","165.72","W","2024"
"9","11","203","4","181.74","W","2024"
"9","12","238.76","3","188.1","W","2024"
"9","13","119.02","1","183.32","L","2024"
"9","14","197.56","6","175","W","2024"
"10","1","208.54","10","182","W","2024"
"10","2","195.56","12","140.38","W","2024"
"10","3","121.48","4","169.26","L","2024"
"10","4","169.26","3","121.48","W","2024"
"10","5","171.74","9","136.3","W","2024"
"10","6","180.76","7","204.34","L","2024"
"10","7","204.34","6","180.76","W","2024"
"10","8","221.1","14","188.8","W","2024"
"10","9","136.3","5","171.74","L","2024"
"10","10","182","1","208.54","L","2024"
"10","11","184.78","13","91.3","W","2024"
"10","12","140.38","2","195.56","L","2024"
"10","13","91.3","11","184.78","L","2024"
"10","14","188.8","8","221.1","L","2024"
"11","1","202.76","8","263.32","L","2024"
"11","2","284.7","5","145.32","W","2024"
"11","3","161.16","6","184.12","L","2024"
"11","4","228.1","9","140.02","W","2024"
"11","5","145.32","2","284.7","L","2024"
"11","6","184.12","3","161.16","W","2024"
"11","7","214.82","11","136.42","W","2024"
"11","8","263.32","1","202.76","W","2024"
"11","9","140.02","4","228.1","L","2024"
"11","10","220.92","14","138.1","W","2024"
"11","11","136.42","7","214.82","L","2024"
"11","12","149.9","13","123.04","W","2024"
"11","13","123.04","12","149.9","L","2024"
"11","14","138.1","10","220.92","L","2024"
"12","1","200.9","5","185.72","W","2024"
"12","2","211.22","14","155.4","W","2024"
"12","3","182.86","11","146.76","W","2024"
"12","4","204.38","10","178.58","W","2024"
"12","5","185.72","1","200.9","L","2024"
"12","6","133.8","9","131.76","W","2024"
"12","7","229.24","12","215.86","W","2024"
"12","8","253.48","13","165.22","W","2024"
"12","9","131.76","6","133.8","L","2024"
"12","10","178.58","4","204.38","L","2024"
"12","11","146.76","3","182.86","L","2024"
"12","12","215.86","7","229.24","L","2024"
"12","13","165.22","8","253.48","L","2024"
"12","14","155.4","2","211.22","L","2024"
"13","1","213.26","6","151.9","W","2024"
"13","2","233.52","13","221.72","W","2024"
"13","3","212.9","8","234.02","L","2024"
"13","4","236.72","5","178.38","W","2024"
"13","5","178.38","4","236.72","L","2024"
"13","6","151.9","1","213.26","L","2024"
"13","7","205.82","14","125","W","2024"
"13","8","234.02","3","212.9","W","2024"
"13","9","128.34","12","238.12","L","2024"
"13","10","232.2","11","223.34","W","2024"
"13","11","223.34","10","232.2","L","2024"
"13","12","238.12","9","128.34","W","2024"
"13","13","221.72","2","233.52","L","2024"
"13","14","125","7","205.82","L","2024"
"14","1","209.88","4","131","W","2024"
"14","2","286.86","7","154.26","W","2024"
"14","3","159.58","14","122.3","W","2024"
"14","4","131","1","209.88","L","2024"
"14","5","237.88","13","153.46","W","2024"
"14","6","177.46","8","197.06","L","2024"
"14","7","154.26","2","286.86","L","2024"
"14","8","197.06","6","177.46","W","2024"
"14","9","179.56","11","234.6","L","2024"
"14","10","193.22","12","186","W","2024"
"14","11","234.6","9","179.56","W","2024"
"14","12","186","10","193.22","L","2024"
"14","13","153.46","5","237.88","L","2024"
"14","14","122.3","3","159.58","L","2024"
"15","1","274.44","4","176.6","W","2024"
"15","2","176.26","12","185.88","L","2024"
"15","3","226.86","9","137.6","W","2024"
"15","4","176.6","1","274.44","L","2024"
"15","5","165.74","13","93.68","W","2024"
"15","6","171.14","14","107.4","W","2024"
"15","7","234.46","10","245.76","L","2024"
"15","9","137.6","3","226.86","L","2024"
"15","10","245.76","7","234.46","W","2024"
"15","12","185.88","2","176.26","W","2024"
"15","13","93.68","5","165.74","L","2024"
"15","14","107.4","6","171.14","L","2024"
"16","1","256.02","12","235.9","W","2024"
"16","2","249.38","4","168.44","W","2024"
"16","3","170.66","5","180.9","L","2024"
"16","4","168.44","2","249.38","L","2024"
"16","5","180.9","3","170.66","W","2024"
"16","6","184.76","11","180.2","W","2024"
"16","8","233.72","10","199","W","2024"
"16","9","156.34","13","139.36","W","2024"
"16","10","199","8","233.72","L","2024"
"16","11","180.2","6","184.76","L","2024"
"16","12","235.9","1","256.02","L","2024"
"16","13","139.36","9","156.34","L","2024"
"17","1","251.04","8","228.48","W","2024"
"17","2","244.2","7","236.32","W","2024"
"17","3","206.04","11","179.88","W","2024"
"17","5","175.3","6","151.46","W","2024"
"17","6","151.46","5","175.3","L","2024"
"17","7","236.32","2","244.2","L","2024"
"17","8","228.48","1","251.04","L","2024"
"17","9","105.82","14","160.6","L","2024"
"17","10","208.58","12","167.16","W","2024"
"17","11","179.88","3","206.04","L","2024"
"17","12","167.16","10","208.58","L","2024"
"17","14","160.6","9","105.82","W","2024"
"1","1","144.02","8","124.82","W","2025"
"1","2","175.38","4","189.2","L","2025"
"1","3","153.68","10","136.74","W","2025"
"1","4","189.2","2","175.38","W","2025"
"1","5","141.16","13","120.34","W","2025"
"1","6","125.6","9","112.94","W","2025"
"1","7","163.06","11","201.44","L","2025"
"1","8","124.82","1","144.02","L","2025"
"1","9","112.94","6","125.6","L","2025"
"1","10","136.74","3","153.68","L","2025"
"1","11","201.44","7","163.06","W","2025"
"1","12","180.72","14","179.4","W","2025"
"1","13","120.34","5","141.16","L","2025"
"1","14","179.4","12","180.72","L","2025"
"2","1","218.44","2","162.62","W","2025"
"2","2","162.62","1","218.44","L","2025"
"2","3","149.46","14","125.78","W","2025"
"2","4","190.58","7","203.18","L","2025"
"2","5","137.1","6","154.86","L","2025"
"2","6","154.86","5","137.1","W","2025"
"2","7","203.18","4","190.58","W","2025"
"2","8","118.4","10","163.36","L","2025"
"2","9","98.46","11","183.46","L","2025"
"2","10","163.36","8","118.4","W","2025"
"2","11","183.46","9","98.46","W","2025"
"2","12","133.4","13","180.08","L","2025"
"2","13","180.08","12","133.4","W","2025"
"2","14","125.78","3","149.46","L","2025"
"3","1","125.18","3","162.78","L","2025"
"3","2","210.7","6","183.04","W","2025"
"3","3","162.78","1","125.18","W","2025"
"3","4","167.82","8","110.28","W","2025"
"3","5","127.22","14","143.56","L","2025"
"3","6","183.04","2","210.7","L","2025"
"3","7","155.94","9","148.02","W","2025"
"3","8","110.28","4","167.82","L","2025"
"3","9","148.02","7","155.94","L","2025"
"3","10","170.76","13","111.42","W","2025"
"3","11","184.46","12","174.12","W","2025"
"3","12","174.12","11","184.46","L","2025"
"3","13","111.42","10","170.76","L","2025"
"3","14","143.56","5","127.22","W","2025"
"4","1","126.14","7","162.46","L","2025"
"4","2","171.6","3","152.56","W","2025"
"4","3","152.56","2","171.6","L","2025"
"4","4","228.36","6","230.62","L","2025"
"4","5","134.42","9","99.12","W","2025"
"4","6","230.62","4","228.36","W","2025"
"4","7","162.46","1","126.14","W","2025"
"4","8","124.66","12","155.88","L","2025"
"4","9","99.12","5","134.42","L","2025"
"4","10","187.34","11","181.36","W","2025"
"4","11","181.36","10","187.34","L","2025"
"4","12","155.88","8","124.66","W","2025"
"4","13","139.22","14","141.04","L","2025"
"4","14","141.04","13","139.22","W","2025"
"5","1","151.38","12","173.98","L","2025"
"5","2","252.12","13","138.4","W","2025"
"5","3","193.66","6","112.64","W","2025"
"5","4","192.44","10","142.44","W","2025"
"5","5","210.9","7","96.1","W","2025"
"5","6","112.64","3","193.66","L","2025"
"5","7","96.1","5","210.9","L","2025"
"5","8","159.5","11","109.82","W","2025"
"5","9","134.66","14","142.86","L","2025"
"5","10","142.44","4","192.44","L","2025"
"5","11","109.82","8","159.5","L","2025"
"5","12","173.98","1","151.38","W","2025"
"5","13","138.4","2","252.12","L","2025"
"5","14","142.86","9","134.66","W","2025"
"6","1","171.08","14","162.32","W","2025"
"6","2","214.96","11","235.62","L","2025"
"6","3","184.32","12","137.26","W","2025"
"6","4","262.74","9","181.28","W","2025"
"6","5","154.56","10","207.1","L","2025"
"6","6","145.42","8","133.16","W","2025"
"6","7","179.58","13","171.46","W","2025"
"6","8","133.16","6","145.42","L","2025"
"6","9","181.28","4","262.74","L","2025"
"6","10","207.1","5","154.56","W","2025"
"6","11","235.62","2","214.96","W","2025"
"6","12","137.26","3","184.32","L","2025"
"6","13","171.46","7","179.58","L","2025"
"6","14","162.32","1","171.08","L","2025"
"7","1","230.04","6","173.6","W","2025"
"7","2","183.92","14","168.68","W","2025"
"7","3","146.14","13","186.46","L","2025"
"7","4","229.82","11","225.44","W","2025"
"7","5","246.42","12","163.26","W","2025"
"7","6","173.6","1","230.04","L","2025"
"7","7","227.84","10","200.84","W","2025"
"7","8","185.98","9","166.44","W","2025"
"7","9","166.44","8","185.98","L","2025"
"7","10","200.84","7","227.84","L","2025"
"7","11","225.44","4","229.82","L","2025"
"7","12","163.26","5","246.42","L","2025"
"7","13","186.46","3","146.14","W","2025"
"7","14","168.68","2","183.92","L","2025"
"8","1","201.6","13","138.94","W","2025"
"8","2","156.46","7","208.38","L","2025"
"8","3","111.62","11","219.18","L","2025"
"8","4","168.08","12","213.2","L","2025"
"8","5","170.08","8","234.42","L","2025"
"8","6","143.76","14","187.3","L","2025"
"8","7","208.38","2","156.46","W","2025"
"8","8","234.42","5","170.08","W","2025"
"8","9","148.36","10","183.18","L","2025"
"8","10","183.18","9","148.36","W","2025"
"8","11","219.18","3","111.62","W","2025"
"8","12","213.2","4","168.08","W","2025"
"8","13","138.94","1","201.6","L","2025"
"8","14","187.3","6","143.76","W","2025"
"9","1","192.36","5","198.24","L","2025"
"9","2","224.8","8","186.64","W","2025"
"9","3","172.5","4","203.54","L","2025"
"9","4","203.54","3","172.5","W","2025"
"9","5","198.24","1","192.36","W","2025"
"9","6","127.02","10","201.76","L","2025"
"9","7","193.96","14","184.08","W","2025"
"9","8","186.64","2","224.8","L","2025"
"9","9","189.76","12","176.32","W","2025"
"9","10","201.76","6","127.02","W","2025"
"9","11","167.42","13","125.42","W","2025"
"9","12","176.32","9","189.76","L","2025"
"9","13","125.42","11","167.42","L","2025"
"9","14","184.08","7","193.96","L","2025"
"10","1","172.6","11","191.96","L","2025"
"10","2","264.48","12","114.22","W","2025"
"10","3","167.34","8","194.18","L","2025"
"10","4","200.76","5","185.5","W","2025"
"10","5","185.5","4","200.76","L","2025"
"10","6","120.46","7","187.9","L","2025"
"10","7","187.9","6","120.46","W","2025"
"10","8","194.18","3","167.34","W","2025"
"10","9","162.26","13","184.74","L","2025"
"10","10","228.8","14","140.9","W","2025"
"10","11","191.96","1","172.6","W","2025"
"10","12","114.22","2","264.48","L","2025"
"10","13","184.74","9","162.26","W","2025"
"10","14","140.9","10","228.8","L","2025"
"11","1","188.34","9","142.76","W","2025"
"11","2","224.32","10","147.7","W","2025"
"11","3","173.5","7","158.52","W","2025"
"11","4","252.78","13","148.66","W","2025"
"11","5","160.48","11","177.68","L","2025"
"11","6","133.76","12","241.98","L","2025"
"11","7","158.52","3","173.5","L","2025"
"11","8","186.76","14","176.12","W","2025"
"11","9","142.76","1","188.34","L","2025"
"11","10","147.7","2","224.32","L","2025"
"11","11","177.68","5","160.48","W","2025"
"11","12","241.98","6","133.76","W","2025"
"11","13","148.66","4","252.78","L","2025"
"11","14","176.12","8","186.76","L","2025"
"12","1","184.46","8","161.94","W","2025"
"12","2","194.9","4","198.8","L","2025"
"12","3","176.62","10","196.02","L","2025"
"12","4","198.8","2","194.9","W","2025"
"12","5","258.4","13","131.24","W","2025"
"12","6","113.4","9","166.5","L","2025"
"12","7","130.86","11","187.18","L","2025"
"12","8","161.94","1","184.46","L","2025"
"12","9","166.5","6","113.4","W","2025"
"12","10","196.02","3","176.62","W","2025"
"12","11","187.18","7","130.86","W","2025"
"12","12","195.96","14","216.1","L","2025"
"12","13","131.24","5","258.4","L","2025"
"12","14","216.1","12","195.96","W","2025"
"13","1","235.08","10","197.46","W","2025"
"13","2","178.96","9","180.88","L","2025"
"13","3","209.3","5","184.2","W","2025"
"13","4","237.44","14","142.94","W","2025"
"13","5","184.2","3","209.3","L","2025"
"13","6","151.84","11","164.32","L","2025"
"13","7","161.56","12","187.48","L","2025"
"13","8","164.7","13","196.14","L","2025"
"13","9","180.88","2","178.96","W","2025"
"13","10","197.46","1","235.08","L","2025"
"13","11","164.32","6","151.84","W","2025"
"13","12","187.48","7","161.56","W","2025"
"13","13","196.14","8","164.7","W","2025"
"13","14","142.94","4","237.44","L","2025"
"14","1","164.62","4","168.18","L","2025"
"14","2","224.6","5","217.8","W","2025"
"14","3","204.82","9","140.96","W","2025"
"14","4","168.18","1","164.62","W","2025"
"14","5","217.8","2","224.6","L","2025"
"14","6","192.72","13","140.7","W","2025"
"14","7","156.86","8","143.62","W","2025"
"14","8","143.62","7","156.86","L","2025"
"14","9","140.96","3","204.82","L","2025"
"14","10","222.22","12","138.76","W","2025"
"14","11","219.64","14","134.74","W","2025"
"14","12","138.76","10","222.22","L","2025"
"14","13","140.7","6","192.72","L","2025"
"14","14","134.74","11","219.64","L","2025"
"15","2","223.72","10","220.3","W","2025"
"15","3","223.74","11","201.02","W","2025"
"15","5","195.92","7","247.38","L","2025"
"15","6","205.06","14","184.96","W","2025"
"15","7","247.38","5","195.92","W","2025"
"15","8","184.98","13","144.14","W","2025"
"15","9","174.16","12","149.58","W","2025"
"15","10","220.3","2","223.72","L","2025"
"15","11","201.02","3","223.74","L","2025"
"15","12","149.58","9","174.16","L","2025"
"15","13","144.14","8","184.98","L","2025"
"15","14","184.96","6","205.06","L","2025"
